gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2930958170	44	100	1	44	1	44	1.1e-24	79.8	COG0230	Ribosomal protein L34	44
2930958171	118	94.92	1	116	1	112	1.8e-30	98.8	COG0594	RNase P protein component	117
2930958172	277	76.83	2	275	71	312	1.5e-70	231.6	COG0706	Membrane protein insertase Oxa1/YidC/SpoIIIJ, required for the localization of integral membrane proteins	314
2930958173	254	99.55	1	254	1	219	3.3e-62	203.5	COG1847	Predicted RNA-binding protein Jag, conains KH and R3H domains	208
2930958174	464	99.56	5	464	3	454	0.0e+00	580	COG0486	tRNA U34 5-carboxymethylaminomethyl modifying GTPase MnmE/TrmE	454
2930958175	636	99.2	8	634	3	621	0.0e+00	928.2	COG0445	tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA	621
2930958176	129	30.95	55	123	12	37	7.5e-04	5.8	COG2034	Uncharacterized membrane protein	85
2930958176	129	72.62	2	87	20	80	7.5e-04	11.5	COG2034	Uncharacterized membrane protein	85
2930958177	78	60.47	1	66	3	54	3.3e-06	20.3	COG2161	Antitoxin component YafN of the YafNO toxin-antitoxin module, PHD/YefM family	86
2930958178	227	97.4	1	226	4	228	1.7e-31	103.2	COG1011	FMN phosphatase YigB, HAD superfamily	229
2930958180	447	98.61	4	444	5	429	0.0e+00	430.4	COG1114	Branched-chain amino acid permeases	431
2930958181	215	99.53	1	214	1	210	4.8e-47	153.9	COG2910	Putative NADH-flavin reductase	211
2930958182	177	62.57	12	176	67	183	3.9e-26	85.5	COG1670	Protein N-acetyltransferase, RimJ/RimL family	187
2930958183	174	91.08	3	165	10	152	3.9e-29	94.6	COG1607	Acyl-CoA hydrolase	157
2930958184	402	75.4	15	400	105	435	1.0e-20	64.2	COG4908	Uncharacterized protein, contains a NRPS condensation (elongation) domain	439
2930958185	418	44.65	236	412	3	173	2.6e-35	13.9	COG0477	MFS family permease	338
2930958185	418	74.93	27	272	3	289	2.6e-35	107	COG0477	MFS family permease	338
2930958186	195	94.32	1	190	1	166	5.0e-25	81.9	COG0681	Signal peptidase I	166
2930958187	154	89.47	10	143	8	126	2.0e-19	63.3	COG1846	DNA-binding transcriptional regulator, MarR family	126
2930958188	443	98.2	7	443	3	438	0.0e+00	489.1	COG3579	Aminopeptidase C	444
2930958189	214	96.85	1	214	4	218	2.3e-38	125.8	COG0546	Phosphoglycolate phosphatase, HAD superfamily	220
2930958192	124	35.32	37	124	125	195	6.0e-03	9.6	COG1422	Uncharacterized archaeal membrane protein, DUF106 family, distantly related to YidC/Oxa1	201
2930958196	485	99.79	44	485	1	484	3.1e-100	329.6	COG1502	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase or related enzyme	438
2930958197	301	81.06	133	292	22	128	1.1e-21	69.9	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	127
2930958198	491	97.42	12	491	4	456	2.1e-126	415.7	COG2211	Na+/melibiose symporter or related transporter	467
2930958199	540	96.55	1	538	20	550	0.0e+00	675.7	COG3507	Beta-xylosidase	549
2930958200	606	22.86	23	259	114	249	9.3e-24	26.6	COG4907	Uncharacterized membrane protein	595
2930958200	606	29.58	361	606	418	593	9.3e-24	47	COG4907	Uncharacterized membrane protein	595
2930958204	173	97.04	9	173	6	169	2.1e-37	122.1	COG4708	Uncharacterized membrane protein	169
2930958205	1038	16.2	680	1025	707	845	8.7e-40	49.9	COG4485	Uncharacterized membrane protein YfhO	858
2930958205	1038	70.4	10	692	18	621	8.7e-40	82.2	COG4485	Uncharacterized membrane protein YfhO	858
2930958206	304	95.05	3	304	10	297	2.2e-50	164.8	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase	303
2930958207	258	80.38	35	258	43	255	1.6e-15	50.2	COG1682	ABC-type polysaccharide/polyol phosphate export permease	263
