gene_oid	gene_length	superfam_id	db_name	percent_identity	query_start	query_end	evalue	bit_score	align_length
2930936637	452	52540	SuperFamily	97.65	114	330	3.1e-45	147.6	217
2930936637	452	48295	SuperFamily	90	346	452	1.1e-36	118	107
2930936638	379	55979	SuperFamily	99.17	1	127	8.1e-65	208.8	127
2930936638	379	55979	SuperFamily	97.5	132	253	8.1e-65	208.8	122
2930936638	379	55979	SuperFamily	94.17	261	379	8.1e-65	208.8	119
2930936640	75	55174	SuperFamily	82.28	1	69	3.8e-19	61.2	69
2930936641	384	52540	SuperFamily	97.66	1	376	9.3e-46	150.6	376
2930936642	647	55874	SuperFamily	97.18	14	231	2.1e-68	222.9	218
2930936642	647	54211	SuperFamily	99.42	235	406	1.6e-63	206.2	172
2930936642	647	52540	SuperFamily	46.45	462	626	1.7e-03	12.5	165
2930936643	844	56719	SuperFamily	99.79	32	489	0.0e+00	597.1	458
2930936643	844	101904	SuperFamily	97.52	501	826	3.6e-105	344.6	326
2930936644	98	54995	SuperFamily	89.62	1	98	1.9e-31	101.3	98
2930936645	188	50249	SuperFamily	76.62	1	188	2.1e-55	181.8	188
2930936646	78	46911	SuperFamily	90.24	1	78	1.7e-30	97.5	78
2930936647	395	51556	SuperFamily	100	59	356	3.0e-83	273.8	298
2930936648	535	53850	SuperFamily	95.94	23	534	7.7e-94	308.6	512
2930936650	394	51338	SuperFamily	96.36	1	57	1.9e-03	12.2	57
2930936650	394	51556	SuperFamily	99.34	58	355	4.3e-80	263.7	298
2930936651	533	53850	SuperFamily	97.1	21	533	2.5e-97	320.1	513
2930936652	188	46689	SuperFamily	92.31	1	77	1.0e-16	53.9	77
2930936652	188	48498	SuperFamily	41.04	81	182	1.7e-03	12.3	102
2930936653	244	81342	SuperFamily	50.93	57	218	9.6e+00	-.8	162
2930936654	671	55073	SuperFamily	92.59	162	312	1.7e-05	18.3	151
2930936654	671	64182	SuperFamily	99.67	348	657	1.6e-70	231.4	310
2930936655	152	55658	SuperFamily	98.28	1	58	5.3e-17	53.7	58
2930936655	152	55653	SuperFamily	96.81	56	151	1.6e-28	91.9	96
2930936656	72	103473	SuperFamily	30.22	2	66	1.0e-02	8.5	65
2930936657	47	48726	SuperFamily	39.53	9	47	4.4e-03	11.1	39
2930936658	462	48024	SuperFamily	97.37	8	121	3.2e-39	126.5	114
2930936658	462	52540	SuperFamily	95.87	182	449	1.6e-49	162.2	268
2930936659	176	52218	SuperFamily	86.64	1	175	9.5e-30	97.5	175
2930936660	391	103473	SuperFamily	95.44	3	389	3.0e-45	148.3	387
2930936661	89	54637	SuperFamily	25	24	89	7.8e-03	10	66
2930936663	536	53850	SuperFamily	96.13	20	536	6.4e-106	348.4	517
2930936664	79	55347	SuperFamily	17.79	2	79	1.8e-03	11.6	78
2930936665	333	55486	SuperFamily	85.12	23	186	8.5e-18	58.6	164
2930936665	333	101756	SuperFamily	24.53	182	253	6.0e-03	10	72
2930936665	333	101756	SuperFamily	36.79	255	320	6.0e-03	10	66
2930936667	238	52172	SuperFamily	81.05	1	135	3.8e-44	142.8	135
2930936667	238	46894	SuperFamily	95.28	127	233	7.9e-33	105.7	107
2930936668	618	103190	SuperFamily	73.53	39	182	7.5e-05	16.6	144
2930936668	618	55785	SuperFamily	96.92	250	369	4.0e-14	46.5	120
2930936668	618	55874	SuperFamily	96.84	433	616	8.8e-52	168.3	184
2930936671	275	56281	SuperFamily	95.13	13	254	2.9e-40	132.5	242
2930936672	447	50494	SuperFamily	98.59	87	329	3.4e-54	176.8	243
2930936672	447	50156	SuperFamily	97	331	432	7.9e-18	57.4	102
2930936673	159	75217	SuperFamily	100	1	157	4.2e-60	195.3	157
2930936674	120	47077	SuperFamily	62.04	1	103	1.9e-06	21.3	103
2930936675	118	81345	SuperFamily	33.02	3	110	3.0e-04	14.2	108
2930936676	44	53335	SuperFamily	13.7	2	44	1.1e-03	12.5	43
2930936677	85	46689	SuperFamily	87.23	1	85	1.3e-16	54.1	85
2930936678	101	53383	SuperFamily	16.46	9	90	5.9e-03	9.9	82
2930936679	134	50386	SuperFamily	45.2	9	134	5.5e-03	10.2	126
2930936680	84	46689	SuperFamily	85.11	1	84	9.2e-10	32.4	84
2930936681	154	82026	SuperFamily	56.14	19	105	3.4e-03	11.3	87
2930936685	488	48371	SuperFamily	7.77	18	487	2.0e-03	11.1	470
2930936686	115	51735	SuperFamily	36.92	28	112	1.4e-03	12.6	85
2930936687	625	52540	SuperFamily	27.11	118	278	1.0e-03	12.3	161
2930936689	439	53041	SuperFamily	97.14	6	156	3.2e-32	104.8	151
2930936689	439	158997	SuperFamily	67.8	258	311	2.6e-03	11.5	54
2930936690	543	53041	SuperFamily	97.86	9	160	9.2e-37	119.4	152
2930936690	543	47661	SuperFamily	56.2	382	485	4.3e-04	14.3	104
2930936691	1577	52980	SuperFamily	95.2	28	161	1.3e-08	28.5	134
2930936691	1577	52540	SuperFamily	94.43	187	621	1.6e-25	83.8	435
2930936691	1577	53335	SuperFamily	72.47	693	1230	2.2e-34	112.9	538
2930936693	309	46689	SuperFamily	56.91	2	83	1.9e-07	24.7	82
2930936693	309	46689	SuperFamily	46.34	61	141	1.9e-07	24.7	81
2930936693	309	53098	SuperFamily	88.05	154	305	8.9e-31	100.6	152
2930936695	122	47266	SuperFamily	65.12	29	122	2.7e-03	11.4	94
2930936696	79	103190	SuperFamily	41.28	1	76	4.6e-03	10.4	76
2930936697	568	103652	SuperFamily	68.12	236	293	6.9e-02	7.7	58
2930936698	120	47077	SuperFamily	62.04	1	107	3.5e-06	20.5	107
2930936699	84	46689	SuperFamily	86.17	1	84	4.1e-09	30.2	84
2930936703	31	46785	SuperFamily	26.85	1	31	1.9e-03	11.7	31
2930936704	523	46997	SuperFamily	81.43	430	499	3.7e-03	11.6	70
2930936705	118	53167	SuperFamily	28.06	1	106	2.7e-03	11	106
2930936707	440	53041	SuperFamily	97.14	6	156	4.3e-32	104.3	151
2930936707	440	46966	SuperFamily	61.54	329	417	6.3e-03	10.9	89
2930936708	543	53041	SuperFamily	97.86	9	160	1.2e-36	119	152
2930936708	543	47661	SuperFamily	56.2	382	481	1.5e-03	12.5	100
2930936709	990	52540	SuperFamily	59.73	200	480	3.2e-29	95.6	281
2930936710	530	53335	SuperFamily	95.61	5	517	1.6e-126	416.5	513
2930936711	425	116734	SuperFamily	92.27	1	216	7.7e-75	244.6	216
2930936711	425	116734	SuperFamily	91.36	212	425	7.7e-75	244.6	214
2930936713	606	56300	SuperFamily	97.87	56	398	2.9e-49	161.3	343
2930936713	606	55816	SuperFamily	95.61	396	604	7.6e-42	136.8	209
2930936715	341	46689	SuperFamily	36.59	9	144	1.4e-04	15.5	136
2930936715	341	53098	SuperFamily	89.94	191	340	1.9e-25	83.3	150
2930936717	407	53098	SuperFamily	88.69	113	297	1.2e-15	51.5	185
2930936717	407	117991	SuperFamily	54.65	293	361	1.1e-03	12.9	69
2930936718	245	47769	SuperFamily	43.28	5	67	4.2e-03	10.9	63
2930936718	245	52540	SuperFamily	84.98	65	242	4.8e-30	98.2	178
2930936719	537	47473	SuperFamily	51.52	69	212	1.6e-03	11.8	144
2930936719	537	48371	SuperFamily	73.87	408	534	1.0e-05	19.5	127
2930936722	170	54060	SuperFamily	49.52	22	158	2.0e-03	11.6	137
2930936723	189	50203	SuperFamily	65.31	87	157	1.2e-03	12.6	71
2930936725	627	56300	SuperFamily	98.01	65	400	6.7e-49	160.1	336
2930936725	627	55816	SuperFamily	94.63	402	610	2.4e-45	148.1	209
2930936726	162	55729	SuperFamily	90.38	1	156	3.8e-24	79.2	156
2930936727	375	69304	SuperFamily	47.69	23	293	4.2e-03	10.7	271
2930936728	303	109998	SuperFamily	94.25	22	167	3.6e-24	79.3	146
2930936728	303	109998	SuperFamily	23.56	228	301	3.6e-24	79.3	74
2930936730	690	52047	SuperFamily	15.16	211	309	1.2e-14	47.7	99
2930936730	690	52047	SuperFamily	55.98	314	498	1.2e-14	47.7	185
2930936731	97	46689	SuperFamily	89.36	1	88	1.9e-14	47.1	88
2930936732	330	82057	SuperFamily	90.7	29	106	1.8e-12	41.1	78
2930936732	330	82057	SuperFamily	91.86	101	186	1.8e-12	41.1	86
2930936732	330	54001	SuperFamily	85.81	187	328	2.1e-25	82.5	142
2930936733	445	103473	SuperFamily	92.39	1	445	1.6e-63	208.3	445
2930936734	200	51735	SuperFamily	92.68	1	194	1.9e-30	100	194
2930936735	497	52540	SuperFamily	76.16	2	222	6.2e-73	238.4	221
2930936735	497	52540	SuperFamily	74.38	279	495	6.2e-73	238.4	217
2930936736	200	46689	SuperFamily	76.92	4	75	2.5e-11	37	72
2930936736	200	48498	SuperFamily	94.78	83	195	3.0e-07	24.6	113
2930936737	491	103473	SuperFamily	93.29	1	491	2.6e-62	204.4	491
