gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2930942082	237	25.41	24	225	329	453	7.3e-07	21.5	COG5421	Transposase	480
2930942084	120	85	1	114	10	111	1.8e-42	137.2	COG1733	DNA-binding transcriptional regulator, HxlR family	120
2930942085	401	97.22	1	393	8	391	9.4e-120	393.3	COG2814	Predicted arabinose efflux permease, MFS family	394
2930942086	317	100	1	317	1	298	1.4e-98	323.1	COG4989	Predicted oxidoreductase	298
2930942087	252	96.46	6	243	2	219	1.3e-84	276.4	COG1136	ABC-type lipoprotein export system, ATPase component	226
2930942088	603	13.51	414	597	662	773	4.9e-09	.5	COG3127	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component	829
2930942088	603	32.33	38	368	257	524	4.9e-09	28.3	COG3127	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component	829
2930942089	123	96	1	123	2	121	3.0e-31	101.6	COG1725	DNA-binding transcriptional regulator YhcF, GntR family	125
2930942090	135	95.61	2	120	1	109	3.3e-04	14.2	COG4918	Uncharacterized protein YqkB	114
2930942091	443	6.62	321	443	1559	1669	1.5e-15	9.9	COG4932	Uncharacterized surface anchored protein	1531
2930942091	443	7.33	37	178	222	344	1.5e-15	16.9	COG4932	Uncharacterized surface anchored protein	1531
2930942091	443	9.59	154	364	920	1080	1.5e-15	29.6	COG4932	Uncharacterized surface anchored protein	1531
2930942092	602	85.36	3	599	105	728	0.0e+00	552.4	COG2217	Cation transport ATPase	713
2930942093	227	85.27	12	227	32	222	4.3e-16	51.8	COG0398	Uncharacterized membrane protein YdjX, TVP38/TMEM64 family, SNARE-associated domain	223
2930942094	511	95.66	15	466	19	481	2.7e-84	272.3	COG2132	Multicopper oxidase with three cupredoxin domains (includes cell division protein FtsP and spore coat protein CotA)	451
2930942095	112	81.36	8	110	17	112	6.7e-20	65.1	COG0640	DNA-binding transcriptional regulator, ArsR family	110
2930942096	201	98.05	1	201	1	201	1.1e-55	182.2	COG4300	Cadmium resistance protein CadD, predicted permease	205
2930942097	343	97.9	4	343	6	332	5.7e-75	245.5	COG2855	Uncharacterized membrane protein YadS	334
2930942098	295	95.02	4	294	7	292	1.1e-49	163.3	COG0583	DNA-binding transcriptional regulator, LysR family	297
2930942099	396	96.96	1	394	8	390	1.1e-44	146	COG2814	Predicted arabinose efflux permease, MFS family	394
2930942100	286	78.03	159	284	23	125	1.9e-26	85.6	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	127
2930942101	543	98.88	1	533	3	531	0.0e+00	577.1	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	530
