gene_oid	gene_length	superfam_id	db_name	percent_identity	query_start	query_end	evalue	bit_score	align_length
2930942084	120	SM00418	SMART	51.9	15	71	5.9e-07	22.3	57
2930942087	252	SM00382	SMART	77.17	36	245	3.1e-14	46.7	210
2930942089	123	SM00345	SMART	100	15	74	2.4e-13	43.2	60
2930942095	112	SM00418	SMART	97.47	21	99	1.0e-29	96.4	79
2930942100	286	SM00342	SMART	100	193	276	8.8e-29	93.6	84
2930942101	543	SM00382	SMART	82.61	26	230	5.3e-21	68.6	205
2930942101	543	SM00382	SMART	77.17	359	518	5.3e-21	68.6	160
2930942104	380	SM01274	SMART	98.36	14	147	8.7e-63	205.9	134
2930942104	380	SM00919	SMART	98	159	375	6.7e-80	262.1	217
2930942106	317	SM00764	SMART	100	117	297	1.4e-111	366.3	181
2930942118	124	SM00345	SMART	93.33	16	74	3.8e-22	71.8	59
2930942119	297	SM00382	SMART	77.17	27	289	2.2e-15	50.4	263
2930942132	122	SM00347	SMART	60.4	43	119	2.7e-07	23.5	77
2930942136	419	SM00363	SMART	46.03	361	416	1.2e-07	25.1	56
2930942144	294	SM00530	SMART	98.21	7	61	9.5e-10	32	55
2930942154	207	SM00934	SMART	99.63	2	201	2.3e-21	69.2	200
2930942155	180	SM00382	SMART	32.61	78	159	1.5e-03	12	82
2930942156	328	SM00354	SMART	98.61	8	79	5.3e-32	103.8	72
2930942171	296	SM00650	SMART	100	39	215	9.5e-84	274.4	177
2930942174	192	SM00986	SMART	95.2	28	184	9.8e-21	67.5	157
2930942177	386	SM00419	SMART	70	24	62	2.1e-05	17.6	39
2930942183	283	SM00382	SMART	76.09	30	211	2.6e-19	63.1	182
2930942184	326	SM00850	SMART	99.13	226	325	1.9e-32	106	100
2930942187	232	SM00382	SMART	85.87	31	213	1.4e-16	54.3	183
2930942193	326	SM01400	SMART	100	10	126	1.9e-86	283	117
2930942195	138	SM00422	SMART	91.67	1	69	9.6e-18	57.3	69
2930942196	242	SM00345	SMART	100	9	67	8.2e-15	48	59
2930942196	242	SM00866	SMART	96.09	94	232	3.2e-35	115.6	139
2930942199	452	SM00471	SMART	93.22	57	194	7.2e-16	51.2	138
2930942206	140	SM00347	SMART	93.07	24	120	1.6e-10	34	97
2930942219	156	SM00226	SMART	99.35	3	150	3.6e-47	154.3	148
2930942224	523	SM00487	SMART	100	20	217	5.7e-71	232.3	198
2930942224	523	SM00487	SMART	19.18	251	315	5.7e-71	232.3	65
2930942227	373	SM01005	SMART	100	247	372	1.6e-71	233.9	126
2930942230	213	SM00116	SMART	65.96	12	54	8.5e-08	25.5	43
2930942235	1180	SM01058	SMART	100	495	592	1.4e-53	175.3	98
2930942235	1180	SM00487	SMART	95.89	616	806	8.3e-39	126.7	191
2930942235	1180	SM00487	SMART	13.7	844	895	8.3e-39	126.7	52
2930942235	1180	SM00982	SMART	85.58	1019	1117	3.2e-39	127.9	99
2930942237	90	SM00363	SMART	84.13	1	64	3.6e-13	42.9	64
2930942239	181	SM00316	SMART	100	4	74	1.9e-28	92.3	71
2930942240	450	SM00977	SMART	89.53	375	446	7.5e-19	61	72
2930942242	699	SM00382	SMART	97.83	221	359	8.9e-26	84.1	139
2930942259	233	SM00345	SMART	96.67	9	68	2.4e-26	85.4	60
2930942259	233	SM00866	SMART	99.44	89	228	4.1e-47	154.6	140
2930942265	731	SM00732	SMART	100	327	427	1.2e-37	122.9	101
2930942265	731	SM00316	SMART	100	655	726	1.1e-27	89.8	72
2930942266	159	SM00731	SMART	98.35	4	147	1.7e-49	161.7	144
2930942272	145	SM00347	SMART	87.13	24	118	8.4e-17	54.5	95
2930942280	376	SM00267	SMART	96.02	205	376	3.5e-44	144.2	172
2930942281	215	SM00052	SMART	7.45	5	28	5.4e-16	50.8	24
2930942281	215	SM00052	SMART	33.33	58	143	5.4e-16	50.8	86
2930942281	215	SM00052	SMART	14.9	172	215	5.4e-16	50.8	44
2930942288	223	SM00855	SMART	100	3	184	1.8e-30	99.5	182
2930942295	426	SM00382	SMART	96.74	58	212	8.0e-15	48.6	155
2930942296	394	SM00670	SMART	100	171	278	3.6e-18	60.1	108
2930942298	470	SM00840	SMART	78.69	356	419	1.7e-12	41.2	64
2930942299	135	SM00535	SMART	72.86	3	126	3.2e-10	32.9	124
2930942300	255	SM00967	SMART	100	13	88	2.1e-21	70.5	76
2930942303	49	SM00249	SMART	41.03	9	45	1.6e-03	12	37
2930942305	182	SM00738	SMART	99.16	6	117	2.9e-52	170.7	112
2930942305	182	SM00739	SMART	92.86	127	154	2.2e-09	30.4	28
2930942306	141	SM00649	SMART	100	9	140	4.2e-89	291.9	132
2930942322	576	SM00382	SMART	85.87	38	179	2.1e-15	50.6	142
2930942324	199	SM00278	SMART	75	15	31	1.4e-04	15.8	17
2930942326	214	SM00382	SMART	59.78	2	210	8.6e-05	16.2	209
2930942336	98	SM00418	SMART	93.67	16	96	7.9e-23	74.1	81
2930942337	650	SM00382	SMART	76.09	28	233	9.9e-34	109.9	206
2930942337	650	SM00382	SMART	77.17	355	526	9.9e-34	109.9	172
2930942338	212	SM00420	SMART	64.15	27	64	1.4e-04	14.8	38
2930942338	212	SM00881	SMART	96.8	79	179	2.3e-24	79.7	101
2930942339	94	SM00883	SMART	99.03	1	93	1.9e-52	171.2	93
2930942346	439	SM00487	SMART	92.69	93	274	5.0e-17	55.2	182
