gene_oid	gene_length	superfam_id	db_name	percent_identity	query_start	query_end	evalue	bit_score	align_length
2930942082	237	53098	SuperFamily	46.62	2	223	1.8e-32	106.8	222
2930942084	120	46785	SuperFamily	73.94	1	118	5.5e-35	112.9	118
2930942085	401	103473	SuperFamily	92.39	1	395	9.6e-58	189.3	395
2930942086	317	51430	SuperFamily	96.82	1	314	8.9e-78	254.9	314
2930942087	252	52540	SuperFamily	92.08	6	241	9.1e-69	224.5	236
2930942089	123	46785	SuperFamily	76	2	113	1.5e-20	66	112
2930942090	135	89360	SuperFamily	98.31	2	114	3.8e-29	94.6	113
2930942091	443	49401	SuperFamily	83.22	31	165	3.7e-18	59.5	135
2930942091	443	49401	SuperFamily	92.67	167	311	1.4e-20	67.6	145
2930942092	602	81653	SuperFamily	99.13	115	213	3.3e-22	71.7	99
2930942092	602	56784	SuperFamily	99.68	303	591	2.0e-45	149.3	289
2930942093	227	48726	SuperFamily	56.04	146	219	3.4e-03	11.3	74
2930942094	511	49503	SuperFamily	72.73	46	175	7.2e-65	210.9	130
2930942094	511	49503	SuperFamily	73.33	179	306	7.2e-65	210.9	128
2930942094	511	49503	SuperFamily	65.45	305	483	7.2e-65	210.9	179
2930942095	112	46785	SuperFamily	86.11	4	104	3.2e-24	77.9	101
2930942096	201	81338	SuperFamily	46.18	26	187	2.5e-01	4.5	162
2930942098	295	46785	SuperFamily	88.76	3	86	3.1e-18	58.6	84
2930942098	295	53850	SuperFamily	97.17	83	294	3.6e-35	115.3	212
2930942099	396	103473	SuperFamily	96.4	2	395	5.1e-75	246.2	394
2930942100	286	51215	SuperFamily	90.68	1	162	6.6e-08	26	162
2930942100	286	46689	SuperFamily	88.89	176	228	5.5e-22	69.7	53
2930942100	286	46689	SuperFamily	96.3	227	278	5.5e-22	69.7	52
2930942101	543	52540	SuperFamily	76.51	1	269	5.0e-86	281.2	269
2930942101	543	52540	SuperFamily	80.07	286	537	5.0e-86	281.2	252
2930942102	260	53474	SuperFamily	95.41	1	260	3.6e-50	164.5	260
2930942103	317	46689	SuperFamily	54.9	13	51	1.7e-03	12.2	39
2930942103	317	100950	SuperFamily	98.09	58	316	4.2e-55	180.1	259
2930942104	380	53223	SuperFamily	99.35	4	157	9.2e-51	164.7	154
2930942104	380	51735	SuperFamily	84.69	159	378	1.7e-56	185.1	220
2930942106	317	52374	SuperFamily	98.73	115	302	5.1e-24	78.8	188
2930942108	304	51621	SuperFamily	98.7	5	240	9.8e-66	214.7	236
2930942109	512	100950	SuperFamily	67.66	37	236	1.3e-78	257.2	200
2930942109	512	100950	SuperFamily	99.26	243	511	1.3e-78	257.2	269
2930942112	309	81296	SuperFamily	10.53	24	109	5.8e-03	10.2	86
2930942112	309	81296	SuperFamily	33.33	194	263	5.8e-03	10.2	70
2930942113	313	53590	SuperFamily	97.56	1	309	6.3e-81	265.8	309
2930942115	573	50969	SuperFamily	63.12	126	570	6.2e-07	23.2	445
2930942116	237	56037	SuperFamily	95.22	49	232	1.6e-30	99.7	184
2930942118	124	46785	SuperFamily	74	3	115	5.3e-23	73.7	113
2930942119	297	52540	SuperFamily	76.06	1	242	5.0e-48	156.9	242
2930942120	312	103473	SuperFamily	57.94	7	246	2.0e-01	4	240
2930942121	346	103190	SuperFamily	64.89	3	97	2.8e-03	11.3	95
2930942121	346	50104	SuperFamily	52.63	183	241	1.2e-03	12.5	59
2930942121	346	46689	SuperFamily	53.33	263	320	6.8e-07	22.5	58
2930942123	378	110738	SuperFamily	98.65	1	377	0.0e+00	431.8	377
2930942124	480	142887	SuperFamily	52.73	64	106	3.3e-03	11	43
2930942124	480	81324	SuperFamily	39.66	194	422	8.1e+00	.3	229
2930942124	480	142887	SuperFamily	41.82	438	474	3.3e-03	11	37
2930942127	146	52309	SuperFamily	98.08	1	146	1.3e-44	145.2	146
2930942130	494	48498	SuperFamily	72.34	202	321	4.4e-01	4.3	120
2930942131	457	56112	SuperFamily	29.54	12	189	1.6e-08	28.4	178
2930942131	457	56112	SuperFamily	44.31	256	453	1.6e-08	28.4	198
2930942132	122	46785	SuperFamily	82.14	2	120	6.4e-19	61.4	119
2930942133	76	144091	SuperFamily	26.92	5	72	2.7e-03	11.6	68
2930942136	419	52374	SuperFamily	99.38	1	321	9.3e-106	346.9	321
2930942136	419	55174	SuperFamily	95.96	319	417	5.6e-21	67.3	99
2930942141	172	55811	SuperFamily	84.66	8	169	2.3e-28	92.6	162
2930942142	212	54334	SuperFamily	49.56	82	194	6.0e-04	13.6	113
2930942143	148	81340	SuperFamily	14.44	1	112	1.5e-04	14.9	112
2930942144	294	47413	SuperFamily	95.38	2	66	5.6e-14	45	65
2930942145	420	103473	SuperFamily	91.37	3	415	7.6e-32	104.2	413
2930942146	445	51905	SuperFamily	60.31	1	165	2.2e-57	187.8	165
2930942146	445	51905	SuperFamily	83.59	149	329	2.2e-57	187.8	181
2930942146	445	55424	SuperFamily	89.43	333	444	3.5e-24	78.6	112
2930942148	341	46689	SuperFamily	36.59	9	144	1.3e-04	15.6	136
2930942148	341	53098	SuperFamily	89.94	191	340	4.4e-26	85.3	150
2930942149	393	81540	SuperFamily	57.89	75	107	7.1e-01	4.2	33
2930942150	85	52440	SuperFamily	49.55	5	81	1.9e-03	12.3	77
2930942151	249	51658	SuperFamily	98	1	247	6.5e-58	189.3	247
2930942153	320	53613	SuperFamily	99.1	1	313	2.1e-74	243.9	313
2930942154	207	51366	SuperFamily	73.68	1	207	5.9e-24	78.7	207
2930942155	180	53697	SuperFamily	95.7	1	180	2.8e-39	127.9	180
2930942156	328	47413	SuperFamily	96.77	6	68	1.9e-18	58.4	63
2930942156	328	53822	SuperFamily	99.22	66	328	9.0e-43	140.1	263
2930942157	306	46689	SuperFamily	40.4	11	61	8.1e-07	23	51
2930942157	306	46689	SuperFamily	65.66	52	124	8.1e-07	23	73
2930942157	306	53098	SuperFamily	89.94	153	304	2.1e-27	89.5	152
2930942158	107	81343	SuperFamily	76.74	3	102	1.0e-01	6.3	100
2930942159	153	50969	SuperFamily	35.21	13	151	8.9e-04	12.5	139
2930942160	768	46966	SuperFamily	62.1	18	109	1.7e-02	9.2	92
2930942160	768	52540	SuperFamily	94.89	200	754	2.3e-47	155.8	555
2930942161	338	52374	SuperFamily	98.77	4	337	6.8e-84	275.3	334
2930942162	306	53067	SuperFamily	97.58	3	127	3.5e-34	110.6	125
2930942162	306	53067	SuperFamily	96.61	128	306	1.0e-40	132.7	179
2930942163	420	56542	SuperFamily	98.73	2	416	3.1e-88	288.8	415
2930942165	232	52467	SuperFamily	69.66	2	231	1.5e-64	211.2	230
2930942167	281	117396	SuperFamily	98.14	1	269	1.8e-73	241	269
2930942168	677	52374	SuperFamily	99.72	3	364	4.8e-108	354.8	362
2930942168	677	47323	SuperFamily	99.05	362	589	2.2e-44	145.1	228
2930942169	258	51556	SuperFamily	98.08	1	257	3.0e-86	282.1	257
2930942170	190	110455	SuperFamily	94.74	1	122	1.5e-37	121.2	122
2930942171	296	53335	SuperFamily	96.58	14	295	2.1e-77	254.3	282
2930942173	284	54211	SuperFamily	99.39	1	159	4.9e-42	136.7	159
2930942173	284	55060	SuperFamily	97.5	162	283	5.3e-31	100.3	122
2930942174	192	52141	SuperFamily	98.44	2	192	1.9e-40	131.8	191
2930942175	762	74650	SuperFamily	100	1	245	3.5e-61	200.2	245
2930942175	762	51445	SuperFamily	94.83	258	609	3.1e-92	303.3	352
2930942175	762	117125	SuperFamily	75.93	671	761	8.0e-20	64.3	91
2930942176	466	103473	SuperFamily	94.24	1	462	4.1e-45	147.8	462
2930942177	386	46785	SuperFamily	91.55	6	78	9.8e-17	53.4	73
2930942177	386	53067	SuperFamily	92.97	80	200	2.4e-17	56.8	121
2930942177	386	53067	SuperFamily	94.92	202	385	3.1e-30	99.1	184
2930942178	491	51445	SuperFamily	99.36	2	478	0.0e+00	513.1	477
2930942179	304	53067	SuperFamily	97.18	6	294	1.3e-50	166	289
2930942181	76	81345	SuperFamily	20.06	3	76	7.6e-02	6.2	74
2930942183	283	52540	SuperFamily	76.06	1	239	8.4e-65	211.8	239
2930942184	326	52540	SuperFamily	83.61	3	198	9.4e-19	61.4	196
2930942185	310	53474	SuperFamily	79.44	1	309	1.9e-43	142.7	309
2930942186	308	53807	SuperFamily	96.77	37	307	1.4e-53	175.3	271
2930942187	232	52540	SuperFamily	87.8	3	226	1.1e-49	162.5	224
2930942188	265	81345	SuperFamily	83.33	1	259	1.1e-33	110.5	259
2930942189	61	46689	SuperFamily	68.12	2	60	3.3e-03	11.4	59
2930942191	279	46785	SuperFamily	100	2	74	1.9e-29	93.6	73
2930942191	279	53271	SuperFamily	75.74	71	262	4.8e-35	114.4	192
2930942192	459	53448	SuperFamily	98.63	3	308	8.2e-66	215.8	306
2930942192	459	53448	SuperFamily	13.01	309	375	8.2e-66	215.8	67
2930942193	326	53271	SuperFamily	95.6	9	164	4.2e-98	318.2	156
2930942193	326	53271	SuperFamily	98.74	170	310	4.2e-98	318.2	141
2930942195	138	46955	SuperFamily	59.84	1	135	8.5e-19	61.2	135
2930942196	242	64288	SuperFamily	98.33	55	241	3.5e-40	130.8	187
2930942197	819	52518	SuperFamily	96.87	1	378	4.1e-66	216.8	378
2930942197	819	52518	SuperFamily	9.88	491	612	4.1e-66	216.8	122
2930942198	271	56784	SuperFamily	96.47	1	270	1.6e-73	241.1	270
2930942199	452	109604	SuperFamily	95.58	1	449	1.3e-127	420.2	449
2930942200	279	55681	SuperFamily	82.16	8	261	4.2e-58	190.4	254
2930942201	146	50814	SuperFamily	94.52	1	146	5.3e-37	120.3	146
