gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2930942087	252	100	1	252	1	252	0.0e+00	561	KO:K02003	putative ABC transport system ATP-binding protein		
2930942088	603	100	1	603	1	603	0.0e+00	1340	KO:K02004	putative ABC transport system permease protein		
2930942099	396	100	1	396	1	396	0.0e+00	870	KO:K08153	MFS transporter, DHA1 family, multidrug resistance protein		
2930942102	260	99.62	1	260	1	260	0.0e+00	606	KO:K00435	peroxiredoxin [EC:1.11.1.-]	EC:1.11.1.-	
2930942104	380	99.21	1	380	1	380	0.0e+00	834	KO:K00027	malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]	EC:1.1.1.38	
2930942105	326	99.69	1	326	1	326	0.0e+00	734	KO:K07088	uncharacterized protein		
2930942106	317	99.68	1	317	1	317	0.0e+00	709	KO:K01910	[citrate (pro-3S)-lyase] ligase [EC:6.2.1.22]	EC:6.2.1.22	
2930942107	97	100	1	97	1	97	4.8e-60	209	KO:K01646	citrate lyase subunit gamma (acyl carrier protein)		
2930942108	304	100	1	304	1	304	0.0e+00	672	KO:K01644	citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]	EC:4.1.3.34	
2930942109	512	99.8	1	512	1	512	0.0e+00	1150	KO:K01643	citrate lyase subunit alpha / citrate CoA-transferase [EC:2.8.3.10]	EC:2.8.3.10	
2930942110	180	99.44	1	180	2	181	3.0e-125	404	KO:K05964	holo-ACP synthase [EC:2.7.7.61]	EC:2.7.7.61	
2930942111	286	99.3	1	286	1	286	0.0e+00	644	KO:K05966	triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]	EC:2.4.2.52	
2930942112	309	100	1	309	1	309	0.0e+00	701	KO:K09936	bacterial/archaeal transporter family-2 protein		
2930942113	313	100	1	313	1	313	0.0e+00	728	KO:K01239	purine nucleosidase [EC:3.2.2.1]	EC:3.2.2.1	
2930942115	573	100	1	573	1	573	0.0e+00	1330	KO:K01023	arylsulfate sulfotransferase [EC:2.8.2.22]	EC:2.8.2.22	
2930942118	124	100	1	124	1	124	1.4e-83	279	KO:K07979	GntR family transcriptional regulator		
2930942119	297	100	1	297	1	297	0.0e+00	665	KO:K01990	ABC-2 type transport system ATP-binding protein		
2930942121	346	100	1	346	1	346	0.0e+00	788	KO:K02647	carbohydrate diacid regulator		
2930942122	434	99.77	1	434	1	434	0.0e+00	920	KO:K03299	gluconate:H+ symporter, GntP family		
2930942123	378	100	1	378	1	378	0.0e+00	841	KO:K00865	glycerate kinase [EC:2.7.1.31]	EC:2.7.1.31	
2930942124	480	100	1	480	1	480	0.0e+00	1100	KO:K08981	putative membrane protein		
2930942125	159	100	1	159	1	159	8.7e-114	369	KO:K09167	uncharacterized protein		
2930942127	146	100	1	146	1	146	6.1e-103	337	KO:K08728	nucleoside deoxyribosyltransferase [EC:2.4.2.6]	EC:2.4.2.6	
2930942128	467	100	1	467	1	467	0.0e+00	1050	KO:K03457	nucleobase:cation symporter-1, NCS1 family		
2930942134	455	100	1	455	1	455	0.0e+00	1000	KO:K03322	manganese transport protein		
2930942136	419	100	1	419	1	419	0.0e+00	959	KO:K01866	tyrosyl-tRNA synthetase [EC:6.1.1.1]	EC:6.1.1.1	
2930942146	445	99.78	1	445	1	444	0.0e+00	1010	KO:K00383	glutathione reductase (NADPH) [EC:1.8.1.7]	EC:1.8.1.7	
2930942153	320	100	1	320	1	320	0.0e+00	723	KO:K00874	2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	EC:2.7.1.45	
2930942154	207	99.52	1	207	1	207	0.0e+00	455	KO:K08093	3-hexulose-6-phosphate synthase [EC:4.1.2.43]	EC:4.1.2.43	
2930942155	180	100	1	180	1	180	5.7e-120	389	KO:K08094	6-phospho-3-hexuloisomerase [EC:5.3.1.27]	EC:5.3.1.27	
2930942156	328	100	1	328	1	328	0.0e+00	719	KO:K02525	LacI family transcriptional regulator, kdg operon repressor		
2930942157	306	99.67	1	306	1	306	0.0e+00	710	KO:K07482	transposase, IS30 family		
2930942161	338	100	1	338	1	338	0.0e+00	769	KO:K01867	tryptophanyl-tRNA synthetase [EC:6.1.1.2]	EC:6.1.1.2	
2930942162	306	100	1	306	1	306	0.0e+00	680	KO:K01524	exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]	EC:3.6.1.11	
2930942162	306	100	1	306	1	306	0.0e+00	680	KO:K01524	exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]	EC:3.6.1.40	
2930942163	420	99.76	1	420	1	420	0.0e+00	926	KO:K00054	hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]	EC:1.1.1.88	
2930942165	232	100	1	232	1	232	0.0e+00	540	KO:K12410	NAD-dependent deacetylase [EC:3.5.1.-]	EC:3.5.1.-	
2930942168	677	100	1	677	1	677	0.0e+00	1560	KO:K01874	methionyl-tRNA synthetase [EC:6.1.1.10]	EC:6.1.1.10	
2930942169	258	99.61	1	258	1	258	0.0e+00	596	KO:K03424	TatD DNase family protein [EC:3.1.21.-]	EC:3.1.21.-	
2930942170	190	100	1	190	1	190	0.0e+00	422	KO:K05985	ribonuclease M5 [EC:3.1.26.8]	EC:3.1.26.8	
2930942171	296	99.66	1	296	1	296	0.0e+00	660	KO:K02528	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	EC:2.1.1.182	
2930942173	284	100	1	284	1	284	0.0e+00	656	KO:K00919	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]	EC:2.7.1.148	
2930942175	762	99.61	1	762	1	762	0.0e+00	1820	KO:K01811	alpha-D-xyloside xylohydrolase [EC:3.2.1.177]	EC:3.2.1.177	
2930942176	466	99.79	1	466	1	466	0.0e+00	1070	KO:K03292	glycoside/pentoside/hexuronide:cation symporter, GPH family		
2930942178	491	99.59	1	491	1	491	0.0e+00	1170	KO:K01223	6-phospho-beta-glucosidase [EC:3.2.1.86]	EC:3.2.1.86	
2930942182	248	99.19	1	248	1	248	0.0e+00	553	KO:K01992	ABC-2 type transport system permease protein		
2930942183	283	100	1	283	1	283	0.0e+00	632	KO:K01990	ABC-2 type transport system ATP-binding protein		
2930942184	326	99.08	1	326	1	326	0.0e+00	731	KO:K01990	ABC-2 type transport system ATP-binding protein		
2930942185	310	99.35	1	310	22	331	0.0e+00	721	KO:K06889	uncharacterized protein		
2930942186	308	99.35	1	308	1	308	0.0e+00	694	KO:K02077	zinc/manganese transport system substrate-binding protein		
2930942187	232	99.57	1	232	1	232	0.0e+00	538	KO:K02074	zinc/manganese transport system ATP-binding protein		
2930942188	265	100	1	265	1	265	0.0e+00	577	KO:K02075	zinc/manganese transport system permease protein		
2930942191	279	99.64	1	279	1	279	0.0e+00	615	KO:K09685	purine operon repressor		
2930942192	459	100	1	459	1	459	0.0e+00	1040	KO:K04042	bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]	EC:2.3.1.157	
2930942192	459	100	1	459	1	459	0.0e+00	1040	KO:K04042	bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]	EC:2.7.7.23	
2930942193	326	100	1	326	1	326	0.0e+00	723	KO:K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	EC:2.7.6.1	
2930942197	819	100	1	819	1	819	0.0e+00	1930	KO:K01621	xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22]	EC:4.1.2.22	
2930942197	819	100	1	819	1	819	0.0e+00	1930	KO:K01621	xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22]	EC:4.1.2.9	
2930942198	271	99.63	1	271	1	271	0.0e+00	602	KO:K07024	uncharacterized protein		
2930942199	452	100	1	452	1	452	0.0e+00	1060	KO:K06885	uncharacterized protein		
2930942202	222	100	1	222	1	222	0.0e+00	522	KO:K03048	DNA-directed RNA polymerase subunit delta		
2930942203	535	100	1	535	1	535	0.0e+00	1220	KO:K01937	CTP synthase [EC:6.3.4.2]	EC:6.3.4.2	
