gene_oid	gene_length	superfam_id	db_name	percent_identity	query_start	query_end	evalue	bit_score	align_length
2930960728	452	SM00382	SMART	82.61	149	277	1.1e-12	41.8	129
2930960728	452	SM00760	SMART	100	360	429	1.2e-42	138.9	70
2930960729	379	SM00480	SMART	99.73	17	374	0.0e+00	470.8	358
2930960732	384	SM00382	SMART	25	35	370	1.9e-03	11.9	336
2930960733	647	SM00433	SMART	99.84	44	641	0.0e+00	1183.6	598
2930960734	844	SM00434	SMART	99.81	13	466	0.0e+00	937.7	454
2930960750	462	SM00382	SMART	65.22	205	389	7.2e-05	16.5	185
2930960759	238	SM00448	SMART	100	3	113	3.7e-49	161.2	111
2930960761	349	SM00091	SMART	82.35	1	59	1.7e-12	40.5	59
2930960761	349	SM00388	SMART	98.88	108	175	4.1e-25	82.5	68
2930960761	349	SM00387	SMART	98.46	226	338	1.8e-43	142.2	113
2930960764	275	SM00849	SMART	85.77	23	197	1.1e-15	51.7	175
2930960765	447	SM00228	SMART	96.25	332	420	6.9e-10	32.8	89
2930960767	388	SM00278	SMART	90	366	385	2.5e-03	12	20
2930960804	497	SM00382	SMART	72.83	32	194	1.5e-17	57.6	163
2930960804	497	SM00382	SMART	78.26	336	489	1.5e-17	57.6	154
2930960806	143	SM00347	SMART	73.27	31	127	3.1e-28	91.9	97
2930960809	198	SM01266	SMART	98.46	7	59	1.2e-14	48	53
2930960818	282	SM00244	SMART	98.88	2	159	9.9e-31	100.5	158
2930960852	213	SM00530	SMART	100	6	61	8.3e-16	51.6	56
2930960855	480	SM01350	SMART	100	182	477	0.0e+00	669.8	296
2930960856	142	SM00347	SMART	85.15	21	118	1.3e-16	54	98
2930960863	67	SM00530	SMART	98.21	4	59	2.6e-19	62.8	56
2930960864	388	SM00382	SMART	65.22	38	262	1.5e-08	28.4	225
2930960865	212	SM01057	SMART	4.44	6	36	2.4e-39	128.4	31
2930960865	212	SM01057	SMART	70.31	51	206	2.4e-39	128.4	156
2930960868	205	SM01266	SMART	96.92	4	58	3.5e-20	65.9	55
2930960872	394	SM00342	SMART	100	291	374	7.4e-26	84.2	84
2930960873	291	SM00710	SMART	90.91	235	257	3.7e-03	11.5	23
2930960874	384	SM00710	SMART	68.18	7	24	8.4e-05	16.5	18
2930960874	384	SM00710	SMART	68.18	29	60	8.4e-05	16.5	32
2930960874	384	SM00710	SMART	81.82	61	81	8.4e-05	16.5	21
2930960879	651	SM00889	SMART	97.89	392	504	5.5e-26	84.9	113
2930960879	651	SM00838	SMART	73.86	511	593	2.3e-07	23.5	83
2930960882	230	SM00345	SMART	98.33	13	74	4.0e-15	49.1	62
2930960889	239	SM00934	SMART	100	3	230	6.7e-80	262.6	228
2930960893	287	SM00342	SMART	94.05	191	272	7.4e-22	71.2	82
2930960910	295	SM00347	SMART	19.8	15	87	8.5e-05	15.5	73
2930960911	543	SM01274	SMART	98.91	69	251	1.8e-83	274.3	183
2930960911	543	SM00919	SMART	99.33	261	517	1.2e-106	350.7	257
2930960917	227	SM00382	SMART	77.17	32	220	5.8e-18	58.9	189
2930960924	226	SM00100	SMART	86.18	18	133	3.2e-18	59.3	116
2930960928	128	SM00418	SMART	67.09	23	91	5.4e-04	12.8	69
2930960933	140	SM00422	SMART	98.61	3	72	3.3e-22	72	70
2930960935	557	SM00642	SMART	100	13	425	0.0e+00	515.3	413
2930960937	332	SM00354	SMART	94.44	2	72	1.7e-23	76.1	71
2930960951	277	SM00855	SMART	95.89	40	227	3.4e-16	53.2	188
2930960961	465	SM00345	SMART	93.33	17	76	1.5e-22	73.2	60
2930960966	325	SM00354	SMART	100	4	74	3.4e-32	104.5	71
2930960968	346	SM00419	SMART	80	2	40	4.7e-04	13.4	39
2930960979	426	SM00564	SMART	36.36	213	224	2.2e-03	11.9	12
2930960979	426	SM00564	SMART	81.82	364	393	2.2e-03	11.9	30
2930960984	328	SM00062	SMART	70.9	44	235	1.8e-23	76.3	192
2930960991	76	SM00530	SMART	98.21	8	63	3.2e-23	75.4	56
2930961004	150	SM00347	SMART	79.21	28	118	6.1e-17	55.1	91
2930961008	148	SM00287	SMART	46.38	92	140	2.7e-03	11.2	49
2930961016	139	SM00530	SMART	100	5	70	1.6e-13	44.2	66
2930961020	535	SM00322	SMART	88.89	205	273	1.0e-07	25.6	69
2930961020	535	SM00471	SMART	94.92	330	436	1.3e-15	50.6	107
2930961021	439	SM00382	SMART	93.48	51	165	2.9e-16	53.4	115
2930961024	31	SM00422	SMART	34.72	4	27	2.0e-09	30.4	24
2930961037	216	SM00382	SMART	79.35	32	210	1.4e-18	60.9	179
2930961044	542	SM00382	SMART	58.7	5	127	5.9e-11	36.2	123
2930961057	350	SM00901	SMART	84	101	202	6.6e-18	58.9	102
2930961058	456	SM00382	SMART	17.39	17	42	1.5e-04	15.5	26
2930961058	456	SM00382	SMART	39.13	184	399	1.5e-04	15.5	216
2930961062	126	SM00347	SMART	87.13	34	123	3.6e-12	39.6	90
2930961074	278	SM00470	SMART	100	26	116	8.4e-33	107.4	91
2930961075	255	SM00382	SMART	48.91	12	168	2.5e-04	14.8	157
2930961076	294	SM00470	SMART	97.12	30	122	3.6e-33	108.6	93
2930961078	366	SM00382	SMART	34.78	3	152	5.0e-04	13.8	150
2930961081	379	SM01240	SMART	100	11	367	0.0e+00	793.6	357
2930961082	229	SM00448	SMART	100	1	112	5.6e-45	147.5	112
2930961083	387	SM00304	SMART	66.04	96	141	3.8e-03	11.3	46
2930961083	387	SM00388	SMART	97.75	149	216	1.9e-17	57.7	68
2930961083	387	SM00387	SMART	99.23	262	374	1.5e-37	122.9	113
2930961084	439	SM00936	SMART	100	317	424	2.5e-13	43.6	108
2930961086	419	SM00287	SMART	53.62	35	89	2.1e-02	8.4	55
2930961086	419	SM00287	SMART	23.19	311	344	2.1e-02	8.4	34
2930961091	396	SM00248	SMART	63.33	353	379	8.8e-04	13.4	27
2930961092	302	SM00028	SMART	52.94	33	64	9.6e-02	6.8	32
2930961096	230	SM00855	SMART	100	3	189	3.6e-29	95.5	187
2930961109	176	SM00746	SMART	31.71	4	17	1.0e-02	9.9	14
2930961109	176	SM00746	SMART	31.71	18	35	1.0e-02	9.9	18
2930961120	142	SM00422	SMART	87.5	12	77	5.8e-17	54.9	66
2930961121	237	SM00849	SMART	99.59	20	212	3.4e-26	86.3	193
2930961126	388	SM00966	SMART	68.09	4	44	4.7e-04	13.9	41
2930961130	276	SM00448	SMART	94.67	1	114	5.4e-21	68.9	114
2930961131	432	SM00387	SMART	93.08	314	425	1.8e-18	60.4	112
2930961138	226	SM00100	SMART	96.75	19	137	6.5e-09	29.1	119
2930961138	226	SM00419	SMART	76	181	225	2.5e-07	24	45
2930961154	231	SM01418	SMART	47.06	3	39	1.5e-02	9	37
2930961162	124	SM00345	SMART	100	13	72	4.9e-20	65.1	60
2930961163	236	SM00382	SMART	68.48	29	214	3.1e-15	50.1	186
2930961165	260	SM00404	SMART	28.26	141	205	2.2e-05	17.8	65
2930961167	177	SM00347	SMART	91.09	40	133	2.8e-25	82.3	94
2930961168	589	SM00382	SMART	80.43	375	567	1.4e-16	54.4	193
2930961176	550	SM00382	SMART	84.78	31	224	3.0e-28	92.3	194
2930961176	550	SM00382	SMART	73.91	326	506	3.0e-28	92.3	181
2930961180	294	SM00342	SMART	98.81	164	247	3.1e-33	108.3	84
2930961187	107	SM00347	SMART	75.25	2	95	1.3e-11	37.8	94
2930961189	142	SM00422	SMART	98.61	6	74	1.9e-28	92.4	69
2930961194	317	SM00641	SMART	16.26	38	63	5.3e-04	13.1	26
2930961194	317	SM00641	SMART	54.47	161	227	5.3e-04	13.1	67
2930961198	960	SM00382	SMART	21.74	27	102	1.1e-03	12.7	76
2930961202	34	SM00243	SMART	32.89	2	26	3.1e-03	10	25
2930961208	300	SM00382	SMART	66.3	1	184	4.5e-09	30.1	184
2930961208	300	SM00930	SMART	98.82	217	292	1.0e-30	100	76
2930961219	379	SM00478	SMART	98.88	44	195	7.3e-52	170.1	152
2930961224	67	SM00357	SMART	98.57	3	66	6.7e-33	107.3	64
2930961225	79	SM01117	SMART	98.41	6	78	1.6e-14	47.8	73
2930961237	202	SM01266	SMART	100	5	57	1.2e-16	54.5	53
2930961244	116	SM00530	SMART	91.07	6	59	7.5e-13	42.1	54
2930961245	168	SM00028	SMART	70.59	34	62	6.1e-05	16.8	29
2930961250	147	SM01022	SMART	99.3	25	147	2.4e-41	135.9	123
2930961256	321	SM00893	SMART	88.31	6	188	8.2e-36	117.3	183
2930961256	321	SM00893	SMART	6.93	215	237	8.2e-36	117.3	23
2930961257	202	SM00893	SMART	86.15	22	200	8.6e-55	179.8	179
2930961273	167	SM00347	SMART	82.18	28	122	8.5e-20	64.4	95
2930961280	351	SM00644	SMART	97.79	56	195	2.4e-36	119.3	140
2930961280	351	SM00456	SMART	55.88	270	293	1.7e+00	2.6	24
2930961289	788	SM00487	SMART	21	186	247	1.4e-08	27.5	62
2930961289	788	SM00487	SMART	22.37	299	405	1.4e-08	27.5	107
2930961296	267	SM00382	SMART	77.17	47	247	1.3e-10	35.1	201
2930961300	370	SM00382	SMART	97.83	30	213	1.1e-20	67.8	184
2930961308	253	SM01001	SMART	81.82	118	245	4.8e-41	133.8	128
2930961310	228	SM00419	SMART	96	164	218	6.8e-07	22.6	55
2930961319	298	SM00382	SMART	95.65	27	206	8.3e-14	45.5	180
2930961322	336	SM00870	SMART	100	15	328	0.0e+00	475.4	314
2930961325	80	SM00647	SMART	32.05	1	68	6.3e-06	19.4	68
2930961330	468	SM00382	SMART	71.74	30	230	5.7e-31	101	201
2930961330	468	SM00382	SMART	90.22	277	466	5.7e-31	101	190
2930961335	222	SM01059	SMART	98.57	7	210	1.3e-105	347	204
2930961338	252	SM00421	SMART	63.16	72	111	1.1e-05	18.2	40
2930961350	220	SM00855	SMART	97.26	6	181	1.7e-23	77	176
2930961353	156	SM00422	SMART	81.94	19	82	9.1e-17	54.3	64
2930961354	298	SM00342	SMART	100	190	273	4.1e-23	75.3	84
