gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2930950021	452	100	1	452	1	452	0.0e+00	1030	KO:K02313	chromosomal replication initiator protein		
2930950022	379	99.74	1	379	1	379	0.0e+00	835	KO:K02338	DNA polymerase III subunit beta [EC:2.7.7.7]	EC:2.7.7.7	
2930950024	384	100	1	384	1	384	0.0e+00	858	KO:K03629	DNA replication and repair protein RecF		
2930950025	647	100	1	647	1	647	0.0e+00	1480	KO:K02470	DNA gyrase subunit B [EC:5.99.1.3]	EC:5.99.1.3	
2930950026	844	100	1	844	1	844	0.0e+00	1880	KO:K02469	DNA gyrase subunit A [EC:5.99.1.3]	EC:5.99.1.3	
2930950027	98	100	1	98	1	98	4.4e-66	227	KO:K02990	small subunit ribosomal protein S6		
2930950028	188	100	1	188	1	188	0.0e+00	440	KO:K03111	single-strand DNA-binding protein		
2930950029	78	100	1	78	1	78	5.9e-49	176	KO:K02963	small subunit ribosomal protein S18		
2930950032	535	99.81	1	535	1	535	0.0e+00	1220	KO:K02035	peptide/nickel transport system substrate-binding protein		
2930950032	535	99.81	1	535	1	535	0.0e+00	1220	KO:K15580	oligopeptide transport system substrate-binding protein		
2930950036	533	99.81	1	533	1	533	0.0e+00	1220	KO:K02035	peptide/nickel transport system substrate-binding protein		
2930950036	533	99.81	1	533	1	533	0.0e+00	1220	KO:K15580	oligopeptide transport system substrate-binding protein		
2930950040	152	100	1	152	1	152	6.2e-102	334	KO:K02939	large subunit ribosomal protein L9		
2930950042	462	99.13	1	462	1	462	0.0e+00	1020	KO:K02314	replicative DNA helicase [EC:3.6.4.12]	EC:3.6.4.12	
2930950047	536	99.63	1	536	1	536	0.0e+00	1220	KO:K15580	oligopeptide transport system substrate-binding protein		
2930950051	238	100	1	238	1	238	0.0e+00	545	KO:K07668	two-component system, OmpR family, response regulator VicR		
2930950052	618	100	1	618	1	618	0.0e+00	1380	KO:K07652	two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]	EC:2.7.13.3	
2930950058	159	100	1	159	1	159	9.6e-110	357	KO:K00783	23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]	EC:2.1.1.177	
2930950063	627	99.52	1	627	1	627	0.0e+00	1420	KO:K01081	5'-nucleotidase [EC:3.1.3.5]	EC:3.1.3.5	
2930950073	497	97.79	1	497	1	497	0.0e+00	1120	KO:K19350	lincosamide and streptogramin A transport system ATP-binding/permease protein		
2930950074	205	99.51	1	205	1	205	0.0e+00	459	KO:K06895	L-lysine exporter family protein LysE/ArgO		
2930950078	198	100	1	198	1	198	0.0e+00	466	KO:K00661	maltose O-acetyltransferase [EC:2.3.1.79]	EC:2.3.1.79	
2930950078	198	100	1	198	1	198	0.0e+00	466	KO:K00680			
2930950081	143	100	1	143	1	143	1.2e-101	333	KO:K03827	putative acetyltransferase [EC:2.3.1.-]	EC:2.3.1.-	
2930950083	546	98.9	1	546	1	546	0.0e+00	1230	KO:K15580	oligopeptide transport system substrate-binding protein		
2930950089	187	99.47	1	187	2	188	0.0e+00	432	KO:K09962	uncharacterized protein		
2930950092	273	100	1	273	1	273	0.0e+00	638	KO:K01661	naphthoate synthase [EC:4.1.3.36]	EC:4.1.3.36	
2930950093	477	99.79	1	477	1	477	0.0e+00	1080	KO:K01911	O-succinylbenzoic acid--CoA ligase [EC:6.2.1.26]	EC:6.2.1.26	
2930950096	504	99.8	1	504	1	504	0.0e+00	1150	KO:K01928	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]	EC:6.3.2.13	
2930950097	502	100	1	502	1	502	0.0e+00	1170	KO:K04567	lysyl-tRNA synthetase, class II [EC:6.1.1.6]	EC:6.1.1.6	
2930950106	479	100	1	479	2	480	0.0e+00	1130	KO:K01580	glutamate decarboxylase [EC:4.1.1.15]	EC:4.1.1.15	
2930950107	503	99.6	1	503	1	503	0.0e+00	1170	KO:K09698	nondiscriminating glutamyl-tRNA synthetase [EC:6.1.1.24]	EC:6.1.1.24	
2930950114	428	100	1	428	1	428	0.0e+00	938	KO:K03309	dicarboxylate/amino acid:cation (Na+ or H+) symporter, DAACS family		
2930950114	428	100	1	428	1	428	0.0e+00	938	KO:K11102	proton glutamate symport protein		
2930950117	187	100	1	187	2	188	0.0e+00	444	KO:K03386	peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]	EC:1.11.1.15	
2930950124	480	100	1	480	1	480	0.0e+00	1100	KO:K00033	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	EC:1.1.1.343	
2930950124	480	100	1	480	1	480	0.0e+00	1100	KO:K00033	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	EC:1.1.1.44	
2930950126	145	99.31	1	145	1	145	2.9e-101	332	KO:K02348	ElaA protein		
2930950128	495	100	1	495	1	495	0.0e+00	1140	KO:K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	EC:1.1.1.363	
2930950128	495	100	1	495	1	495	0.0e+00	1140	KO:K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	EC:1.1.1.49	
2930950129	273	100	1	273	1	273	0.0e+00	646	KO:K00662	aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]	EC:2.3.1.81	
2930950131	475	99.79	1	475	1	475	0.0e+00	1070	KO:K00154	coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]	EC:1.2.1.68	
2930950135	448	100	1	448	1	448	0.0e+00	1010	KO:K02445	MFS transporter, OPA family, glycerol-3-phosphate transporter		
2930950137	157	100	1	157	1	157	1.8e-112	365	KO:K03647	protein involved in ribonucleotide reduction		
