gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2930950021	452	8	450	0.0e+00	573.9	TIGR00362	chromosomal replication initiator protein DnaA
2930950022	379	1	378	3.7e-106	348.7	TIGR00663	DNA polymerase III, beta subunit
2930950023	75	4	63	2.8e-31	101.2	TIGR02988	S4 domain protein YaaA
2930950024	384	1	368	4.9e-126	414.3	TIGR00611	recF protein
2930950025	647	15	647	0.0e+00	973.9	TIGR01059	DNA gyrase, B subunit
2930950026	844	10	811	0.0e+00	1196.9	TIGR01063	DNA gyrase, A subunit
2930950027	98	3	98	2.5e-24	79	TIGR00166	ribosomal protein S6
2930950028	188	1	188	1.5e-48	158.9	TIGR00621	single stranded DNA-binding protein (ssb)
2930950029	78	8	77	1.6e-31	102.1	TIGR00165	ribosomal protein S18
2930950040	152	1	150	5.0e-45	147.2	TIGR00158	ribosomal protein L9
2930950042	462	10	457	0.0e+00	588.7	TIGR00665	replicative DNA helicase
2930950052	618	260	378	8.8e-07	22.8	TIGR00229	PAS domain S-box
2930950058	159	1	159	9.5e-57	184.9	TIGR00246	rRNA large subunit m3Psi methyltransferase RlmH
2930950068	664	245	270	4.7e-09	29.5	TIGR02167	bacterial surface protein 26-residue repeat
2930950068	664	312	335	1.1e-07	25.2	TIGR02167	bacterial surface protein 26-residue repeat
2930950068	664	336	358	3.6e-07	23.5	TIGR02167	bacterial surface protein 26-residue repeat
2930950068	664	388	408	4.1e-05	17	TIGR02167	bacterial surface protein 26-residue repeat
2930950068	664	632	663	3.5e-07	24.4	TIGR01167	LPXTG-motif cell wall anchor domain
2930950085	424	218	420	4.3e-50	163.8	TIGR03062	YhgE/Pip C-terminal domain
2930950085	424	4	162	3.1e-34	111.6	TIGR03061	YhgE/Pip N-terminal domain
2930950091	121	3	120	1.7e-23	76.6	TIGR00369	uncharacterized domain 1
2930950092	273	12	269	1.5e-120	395.1	TIGR01929	naphthoate synthase (dihydroxynaphthoic acid synthetase)
2930950093	477	26	467	1.5e-128	423	TIGR01923	O-succinylbenzoate-CoA ligase
2930950096	504	25	497	5.0e-93	306.1	TIGR01085	UDP-N-acetylmuramyl-tripeptide synthetase
2930950097	502	12	502	0.0e+00	661.7	TIGR00499	lysyl-tRNA synthetase, eukaryotic and non-spirochete bacterial
2930950106	479	20	460	0.0e+00	529.1	TIGR01788	glutamate decarboxylase
2930950107	503	10	502	0.0e+00	501	TIGR00464	glutamyl-tRNA synthetase, bacterial family
2930950117	187	1	187	4.2e-80	261.5	TIGR03137	peroxiredoxin
2930950124	480	7	478	0.0e+00	692.9	TIGR00873	6-phosphogluconate dehydrogenase (decarboxylating)
2930950128	495	5	492	0.0e+00	560.1	TIGR00871	glucose-6-phosphate 1-dehydrogenase
2930950139	477	23	449	1.5e-80	264.9	TIGR00711	drug resistance transporter, EmrB/QacA subfamily
2930950149	778	70	481	3.8e-50	164.2	TIGR01494	ATPase, P-type (transporting), HAD superfamily, subfamily IC
2930950154	643	8	30	1.8e-09	30.7	TIGR03715	KxYKxGKxW signal peptide
2930950155	318	285	317	2.6e-05	18.5	TIGR01167	LPXTG-motif cell wall anchor domain
2930950163	395	1	395	0.0e+00	459.6	TIGR00016	acetate kinase
2930950168	445	21	416	1.2e-50	166.2	TIGR00797	putative efflux protein, MATE family
2930950170	472	20	461	9.2e-90	294.9	TIGR00792	sugar (Glycoside-Pentoside-Hexuronide) transporter
2930950177	513	3	507	0.0e+00	694	TIGR01314	gluconate kinase, FGGY type
2930950178	300	1	300	5.5e-118	387.1	TIGR00872	6-phosphogluconate dehydrogenase (decarboxylating)
2930950182	492	35	480	1.1e-128	423.2	TIGR00792	sugar (Glycoside-Pentoside-Hexuronide) transporter
2930950187	464	12	441	1.2e-63	209.1	TIGR00711	drug resistance transporter, EmrB/QacA subfamily
2930950191	167	13	166	1.8e-47	154.5	TIGR00011	Cys-tRNA(Pro) deacylase
2930950194	160	9	156	5.9e-42	136.9	TIGR01462	transcription elongation factor GreA
2930950201	295	16	295	5.9e-55	180.2	TIGR00005	pseudouridine synthase, RluA family
2930950203	323	106	321	3.2e-29	95.7	TIGR01297	cation diffusion facilitator family transporter
2930950212	337	235	322	1.5e-23	76.4	TIGR01727	oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain
2930950214	337	2	330	8.6e-97	317.7	TIGR00545	lipoyltransferase and lipoate-protein ligase
2930950217	449	5	443	0.0e+00	698.3	TIGR02630	xylose isomerase
2930950218	502	6	485	0.0e+00	566	TIGR01312	D-xylulose kinase
2930950219	457	2	438	1.5e-115	380.2	TIGR00879	MFS transporter, sugar porter (SP) family
2930950221	259	6	259	9.5e-114	372.6	TIGR02415	acetoin reductases
2930950225	169	16	166	5.7e-35	113.9	TIGR00481	Raf kinase inhibitor-like protein, YbhB/YbcL family
2930950226	390	7	371	4.9e-87	286.1	TIGR01910	acetylornithine deacetylase or succinyl-diaminopimelate desuccinylase
2930950232	480	10	463	3.5e-119	392.1	TIGR00931	Na+/H+ antiporter NhaC
2930950258	526	37	435	4.2e-102	335.9	TIGR01197	NRAMP (natural resistance-associated macrophage protein) metal ion transporters
2930950259	328	6	326	0.0e+00	571.7	TIGR01306	guanosine monophosphate reductase, bacterial
2930950260	428	5	427	0.0e+00	608.1	TIGR00184	adenylosuccinate synthase
2930950261	432	1	429	0.0e+00	534.1	TIGR00928	adenylosuccinate lyase
2930950271	526	8	423	0.0e+00	587.7	TIGR01311	glycerol kinase
2930950285	147	5	143	2.2e-28	93.2	TIGR01753	flavodoxin, short chain
2930950306	690	92	685	0.0e+00	593.5	TIGR01511	copper-(or silver)-translocating P-type ATPase
2930950307	148	9	138	1.8e-48	157.7	TIGR02698	copper transport repressor, CopY/TcrY family
2930950310	641	67	629	0.0e+00	631.7	TIGR01525	heavy metal translocating P-type ATPase
2930950315	347	15	337	1.7e-82	270.6	TIGR01430	adenosine deaminase
2930950319	194	10	181	3.5e-42	137.7	TIGR02227	signal peptidase I, bacterial type
2930950320	130	5	130	6.3e-43	139.7	TIGR01354	cytidine deaminase, homotetrameric
2930950323	443	12	438	5.1e-106	348.5	TIGR00792	sugar (Glycoside-Pentoside-Hexuronide) transporter
2930950325	758	128	738	0.0e+00	580.4	TIGR00630	excinuclease ABC, A subunit
2930950332	401	11	372	1.6e-128	422.4	TIGR01186	glycine betaine/L-proline transport ATP binding subunit
2930950335	317	10	305	9.4e-65	212.6	TIGR01413	Dyp-type peroxidase family
2930950336	388	5	383	1.7e-118	389.4	TIGR04350	putative C-S lyase
2930950347	250	42	232	4.0e-21	69.4	TIGR01528	nicotinamide mononucleotide transporter PnuC
2930950349	586	6	575	0.0e+00	646.8	TIGR02720	pyruvate oxidase
2930950358	172	76	159	5.3e-30	97	TIGR00589	O-6-methylguanine DNA methyltransferase
2930950365	271	23	271	2.4e-97	318.9	TIGR01832	2-deoxy-D-gluconate 3-dehydrogenase
2930950366	335	1	316	6.6e-106	348	TIGR00793	2-keto-3-deoxygluconate transporter
2930950368	217	6	208	3.6e-50	163.8	TIGR01182	Entner-Doudoroff aldolase
2930950370	459	42	423	1.1e-114	377.3	TIGR01197	NRAMP (natural resistance-associated macrophage protein) metal ion transporters
2930950371	284	6	281	1.5e-81	267.3	TIGR00762	EDD domain protein, DegV family
2930950374	108	4	103	6.3e-35	113.1	TIGR01068	thioredoxin
2930950376	130	5	119	1.3e-22	74.1	TIGR00494	protein CrcB
2930950377	118	3	117	1.8e-22	73.6	TIGR00494	protein CrcB
2930950382	437	10	434	1.3e-53	176.1	TIGR00410	PTS system, lactose/cellobiose family IIC component
2930950392	388	11	286	9.0e-72	235.4	TIGR00932	transporter, monovalent cation:proton antiporter-2 (CPA2) family
2930950405	272	6	264	1.0e-46	153.2	TIGR00099	Cof subfamily of IIB subfamily of haloacid dehalogenase superfamily
2930950409	142	2	115	3.5e-29	95.1	TIGR01617	transcriptional regulator, Spx/MgsR family
2930950412	695	5	27	9.2e-12	38	TIGR03715	KxYKxGKxW signal peptide
2930950412	695	660	695	7.3e-08	26.5	TIGR01167	LPXTG-motif cell wall anchor domain
2930950431	443	411	443	3.7e-05	18	TIGR01167	LPXTG-motif cell wall anchor domain
2930950432	602	63	593	0.0e+00	519.3	TIGR01525	heavy metal translocating P-type ATPase
2930950436	203	12	202	7.5e-53	172.9	TIGR00779	cadmium resistance transporter (or sequestration) family protein
2930950437	343	7	341	3.9e-50	164.5	TIGR00698	conserved hypothetical integral membrane protein
2930950439	396	45	183	6.4e-36	117.2	TIGR00880	Multidrug resistance protein
2930950446	317	1	306	2.3e-96	316.3	TIGR00124	[citrate (pro-3S)-lyase] ligase
2930950447	97	1	94	5.4e-38	123.2	TIGR01608	citrate lyase acyl carrier protein
2930950448	304	7	294	0.0e+00	481.4	TIGR01588	citrate lyase, beta subunit
2930950449	512	24	512	0.0e+00	803.6	TIGR01584	citrate lyase, alpha subunit
2930950450	180	12	178	4.7e-51	166.6	TIGR03124	holo-ACP synthase CitX
2930950451	269	8	266	5.1e-89	292	TIGR03125	triphosphoribosyl-dephospho-CoA synthase CitG
2930950463	378	2	378	0.0e+00	485.9	TIGR00045	glycerate kinase
2930950468	467	32	455	3.0e-52	171.7	TIGR02358	putative hydroxymethylpyrimidine transporter CytX
2930950474	136	37	136	8.9e-36	117.5	TIGR01197	NRAMP (natural resistance-associated macrophage protein) metal ion transporters
2930950475	275	1	238	6.6e-58	190.4	TIGR01197	NRAMP (natural resistance-associated macrophage protein) metal ion transporters
2930950477	419	1	418	1.5e-125	413.1	TIGR00234	tyrosyl-tRNA synthetase
2930950490	393	11	287	2.0e-71	234.3	TIGR00932	transporter, monovalent cation:proton antiporter-2 (CPA2) family
2930950496	180	4	180	2.1e-63	207.1	TIGR03127	6-phospho 3-hexuloisomerase
2930950501	338	2	334	3.3e-82	270	TIGR00233	tryptophanyl-tRNA synthetase
2930950502	306	3	304	1.5e-87	287.3	TIGR03706	exopolyphosphatase
2930950503	420	2	374	3.5e-90	296.6	TIGR00532	hydroxymethylglutaryl-CoA reductase, degradative
2930950508	677	534	677	1.2e-40	132.2	TIGR00399	methionyl-tRNA synthetase C-terminal region/beta chain
2930950508	677	7	522	0.0e+00	558.7	TIGR00398	methionine--tRNA ligase
2930950509	258	3	255	2.7e-80	263	TIGR00010	hydrolase, TatD family
2930950510	190	3	179	8.1e-56	182.5	TIGR00334	ribonuclease M5
2930950511	296	23	290	4.1e-85	278.8	TIGR00755	ribosomal RNA small subunit methyltransferase A
2930950513	284	1	284	4.1e-87	286	TIGR00154	4-diphosphocytidyl-2C-methyl-D-erythritol kinase
2930950516	466	21	456	0.0e+00	474	TIGR00792	sugar (Glycoside-Pentoside-Hexuronide) transporter
2930950528	279	3	267	5.2e-109	356.9	TIGR01743	pur operon repressor, Bacillus subtilis type
