gene_oid	gene_length	superfam_id	db_name	percent_identity	query_start	query_end	evalue	bit_score	align_length
2930950021	452	SM00382	SMART	82.61	149	277	9.8e-13	41.8	129
2930950021	452	SM00760	SMART	100	360	429	1.0e-42	138.9	70
2930950022	379	SM00480	SMART	99.73	17	374	0.0e+00	474	358
2930950024	384	SM00382	SMART	25	35	370	1.6e-03	11.9	336
2930950025	647	SM00433	SMART	99.84	44	641	0.0e+00	1180.4	598
2930950026	844	SM00434	SMART	99.81	13	466	0.0e+00	937.7	454
2930950042	462	SM00382	SMART	65.22	205	389	6.4e-05	16.5	185
2930950051	238	SM00448	SMART	100	3	113	3.3e-49	161.2	111
2930950052	618	SM00304	SMART	98.11	205	257	4.3e-16	52.6	53
2930950052	618	SM00091	SMART	92.65	264	328	2.5e-13	43.1	65
2930950052	618	SM00388	SMART	98.88	377	444	8.4e-25	81.4	68
2930950052	618	SM00387	SMART	98.46	495	607	3.9e-43	141	113
2930950055	275	SM00849	SMART	85.77	23	197	1.0e-15	51.7	175
2930950057	168	SM00228	SMART	96.25	53	141	2.7e-10	34	89
2930950069	72	SM00165	SMART	57.89	38	69	6.9e-04	13.1	32
2930950073	497	SM00382	SMART	72.83	32	188	1.5e-17	57.5	157
2930950073	497	SM00382	SMART	78.26	336	489	1.5e-17	57.5	154
2930950075	143	SM00347	SMART	73.27	31	114	2.8e-28	91.9	84
2930950078	198	SM01266	SMART	98.46	7	59	3.6e-15	49.5	53
2930950086	282	SM00244	SMART	98.88	2	159	2.1e-31	102.6	158
2930950115	56	SM01104	SMART	20.47	10	54	3.5e-02	7	45
2930950121	213	SM00530	SMART	100	6	61	7.5e-16	51.6	56
2930950124	480	SM01350	SMART	100	182	477	0.0e+00	669.8	296
2930950125	142	SM00347	SMART	85.15	21	118	1.1e-15	50.8	98
2930950138	506	SM00382	SMART	84.78	28	154	2.5e-29	95.6	127
2930950138	506	SM00382	SMART	86.96	293	459	2.5e-29	95.6	167
2930950142	322	SM00354	SMART	98.61	3	74	5.0e-28	90.8	72
2930950143	451	SM00116	SMART	91.49	232	281	4.2e-13	42.4	50
