gene_oid	gene_length	superfam_id	db_name	percent_identity	query_start	query_end	evalue	bit_score	align_length
2931375649	446	52540	SuperFamily	98.12	110	325	5.7e-50	163.6	216
2931375649	446	48295	SuperFamily	95.45	341	446	3.5e-38	123.5	106
2931375650	378	55979	SuperFamily	99.17	1	128	3.1e-69	223.6	128
2931375650	378	55979	SuperFamily	96.67	133	254	3.1e-69	223.6	122
2931375650	378	55979	SuperFamily	95	262	378	3.1e-69	223.6	117
2931375651	71	55174	SuperFamily	81.01	1	70	4.0e-20	64.8	70
2931375652	370	52540	SuperFamily	92.97	1	357	2.0e-45	150.1	357
2931375653	81	56672	SuperFamily	9.35	1	80	4.5e-03	10.5	80
2931375654	640	55874	SuperFamily	99.06	9	223	3.6e-76	248.8	215
2931375654	640	54211	SuperFamily	99.42	227	398	2.2e-66	216.1	172
2931375655	821	56719	SuperFamily	100	31	488	0.0e+00	604.2	458
2931375655	821	101904	SuperFamily	98.45	500	821	1.0e-115	379.7	322
2931375662	488	51412	SuperFamily	43.27	1	170	0.0e+00	519.3	170
2931375662	488	51412	SuperFamily	92.61	130	485	0.0e+00	519.3	356
2931375663	443	56601	SuperFamily	98.34	3	310	5.4e-78	256.2	308
2931375663	443	69189	SuperFamily	97.85	302	436	1.5e-22	73.3	135
2931375664	294	51366	SuperFamily	98.82	18	271	1.1e-71	235.1	254
2931375665	196	52317	SuperFamily	96.79	1	193	5.0e-55	180.6	193
2931375667	425	46589	SuperFamily	100	1	113	9.6e-33	106.7	113
2931375667	425	55681	SuperFamily	97.11	114	424	5.7e-108	354.8	311
2931375669	217	52540	SuperFamily	72.04	7	216	2.5e-47	156.3	210
2931375670	207	52540	SuperFamily	71.43	1	207	1.1e-47	157.4	207
2931375671	427	54106	SuperFamily	87.5	1	45	4.9e-23	72.6	45
2931375671	427	54106	SuperFamily	91.67	46	94	4.9e-23	72.6	49
2931375671	427	51445	SuperFamily	87.13	104	426	5.6e-48	158.1	323
2931375672	181	52499	SuperFamily	73.91	1	181	1.5e-48	159.7	181
2931375673	161	53927	SuperFamily	86.24	1	157	9.0e-54	175.5	157
2931375675	563	52540	SuperFamily	87.88	25	238	1.2e-59	194.8	214
2931375675	563	48019	SuperFamily	92.06	243	368	7.7e-29	94.3	126
2931375676	107	82607	SuperFamily	100	12	106	9.0e-35	112.3	95
2931375677	198	111304	SuperFamily	98.49	1	198	3.7e-80	261.6	198
2931375678	74	103657	SuperFamily	20.49	4	74	1.7e-01	5.4	71
2931375679	87	90123	SuperFamily	23.22	3	76	7.6e-03	10	74
2931375685	64	52799	SuperFamily	17.58	2	61	2.6e-03	11.8	60
2931375686	204	47162	SuperFamily	21.53	62	115	4.3e-03	11.8	54
2931375686	204	47162	SuperFamily	54.17	120	204	4.3e-03	11.8	85
2931375687	386	140718	SuperFamily	33.33	4	68	5.2e+00	1.8	65
2931375687	386	68912	SuperFamily	74.47	192	233	1.7e-02	9.8	42
2931375687	386	140718	SuperFamily	28.68	329	379	5.2e+00	1.8	51
2931375688	480	53383	SuperFamily	97.62	3	378	8.7e-85	279.4	376
2931375689	212	52540	SuperFamily	72.04	1	212	1.4e-58	193.2	212
2931375690	109	54913	SuperFamily	89.29	1	109	7.8e-13	43.1	109
2931375691	128	158397	SuperFamily	100	9	128	5.0e-35	113.9	120
2931375692	329	52540	SuperFamily	92.27	5	207	1.5e-45	149.2	203
2931375692	329	48019	SuperFamily	58.54	218	328	9.7e-03	10.5	111
2931375694	119	58022	SuperFamily	34.04	4	38	1.3e-05	19.5	35
2931375694	119	58022	SuperFamily	45.74	21	77	1.3e-05	19.5	57
2931375695	247	53335	SuperFamily	68.63	3	204	1.2e-32	108.1	202
2931375696	99	82771	SuperFamily	89.69	4	87	2.2e-16	54.4	84
2931375697	292	53790	SuperFamily	99.57	14	233	8.7e-81	264.4	220
2931375698	94	89447	SuperFamily	96.3	1	54	9.6e-18	56.3	54
2931375699	664	52374	SuperFamily	99.43	4	362	1.1e-116	383.8	359
2931375699	664	47323	SuperFamily	99.52	364	578	3.4e-53	174.5	215
2931375700	255	51556	SuperFamily	97.69	1	255	6.6e-100	327.4	255
2931375701	437	54285	SuperFamily	43.08	71	110	1.4e-04	16.2	40
2931375701	437	54285	SuperFamily	46.15	128	163	1.4e-04	16.2	36
2931375702	186	110455	SuperFamily	94.74	1	119	6.9e-37	119.7	119
2931375703	292	53335	SuperFamily	97.52	10	292	1.3e-75	249.1	283
2931375704	290	51412	SuperFamily	25.34	36	238	6.2e-03	10.1	203
2931375707	292	54211	SuperFamily	98.77	4	161	1.8e-49	161.4	158
2931375707	292	55060	SuperFamily	98.33	164	286	2.4e-32	105.3	123
2931375708	285	46785	SuperFamily	98.63	2	74	3.5e-30	96.5	73
2931375708	285	53271	SuperFamily	85.64	75	270	1.9e-43	142.3	196
2931375709	125	55298	SuperFamily	91.18	1	125	2.4e-49	160.5	125
2931375710	97	160537	SuperFamily	91.3	1	92	8.6e-34	109	92
2931375711	456	53448	SuperFamily	98.97	3	308	4.9e-69	227	306
