gene_oid	gene_length	superfam_id	db_name	percent_identity	query_start	query_end	evalue	bit_score	align_length
2931375649	446	SM00382	SMART	93.48	143	271	4.0e-13	43.7	129
2931375649	446	SM00760	SMART	100	355	424	2.2e-44	145.1	70
2931375650	378	SM00480	SMART	100	17	373	0.0e+00	623	357
2931375652	370	SM00382	SMART	55.43	139	367	2.3e-03	12.1	229
2931375654	640	SM00433	SMART	100	39	633	0.0e+00	1342.9	595
2931375655	821	SM00434	SMART	99.22	12	465	0.0e+00	982	454
2931375662	488	SM01240	SMART	100	9	474	0.0e+00	1102.4	466
2931375663	443	SM00936	SMART	100	310	413	9.7e-30	97.6	104
2931375669	217	SM00382	SMART	30.43	8	154	2.6e-05	18.4	147
2931375670	207	SM00382	SMART	27.17	3	184	1.5e-06	22.4	182
2931375671	427	SM00257	SMART	95.56	1	43	1.1e-35	116	43
2931375671	427	SM00257	SMART	100	48	92	1.1e-35	116	45
2931375675	563	SM00382	SMART	93.48	38	179	1.1e-13	45.6	142
2931375677	198	SM00278	SMART	80	12	31	8.6e-06	20.1	20
2931375677	198	SM00493	SMART	27.34	36	77	1.1e-24	81.8	42
2931375677	198	SM00493	SMART	99.28	80	165	1.1e-24	81.8	86
2931375689	212	SM00382	SMART	48.91	2	206	5.7e-05	17.3	205
2931375694	119	SM00338	SMART	53.85	3	40	5.3e-08	27.1	38
2931375694	119	SM00338	SMART	40	39	68	5.3e-08	27.1	30
2931375696	99	SM00465	SMART	94.12	5	83	1.5e-12	42.4	79
2931375698	94	SM00966	SMART	95.74	8	51	2.6e-14	47.3	44
2931375701	437	SM01208	SMART	100	238	316	7.1e-30	98.1	79
2931375703	292	SM00650	SMART	99.41	36	212	3.9e-93	306	177
2931375712	317	SM01400	SMART	100	10	126	1.1e-84	277.9	117
2931375715	76	SM00868	SMART	42.42	6	64	1.8e-04	16.3	59
2931375716	1177	SM01058	SMART	100	499	596	1.2e-53	176.1	98
2931375716	1177	SM00487	SMART	97.26	620	810	5.6e-40	131.2	191
2931375716	1177	SM00982	SMART	98.08	1024	1124	2.0e-40	132.5	101
2931375717	178	SM00966	SMART	93.62	8	53	7.9e-15	48.9	46
2931375720	86	SM00363	SMART	88.89	1	63	1.2e-13	45	63
2931375723	125	SM00435	SMART	7.92	11	102	4.1e-02	4.8	92
2931375724	128	SM00316	SMART	100	4	74	7.2e-30	97.5	71
2931375727	827	SM01378	SMART	26.87	231	255	4.6e-02	7.2	25
2931375727	827	SM01378	SMART	40.3	279	318	4.6e-02	7.2	40
2931375727	827	SM00331	SMART	97.2	593	804	3.9e-44	145.2	212
2931375728	245	SM00327	SMART	30.57	2	84	1.2e-18	61.7	83
2931375728	245	SM00327	SMART	51.3	132	233	1.2e-18	61.7	102
2931375730	472	SM00977	SMART	74.42	385	459	8.9e-30	97.3	75
2931375732	637	SM00382	SMART	97.83	194	332	2.3e-27	89.8	139
2931375735	297	SM01084	SMART	27.85	149	240	1.2e-02	8.9	92
2931375741	120	SM00905	SMART	100	4	117	4.8e-56	184	114
2931375743	69	SM00530	SMART	100	9	64	2.0e-19	63.7	56
2931375765	810	SM00382	SMART	90.22	200	343	7.2e-31	101.2	144
2931375765	810	SM00382	SMART	81.52	537	681	7.2e-31	101.2	145
2931375765	810	SM01086	SMART	100	714	803	5.8e-38	124.5	90
2931375766	458	SM00382	SMART	96.74	90	244	7.9e-11	36.3	155
2931375767	360	SM00278	SMART	90	327	346	8.1e-06	20.2	20
2931375768	366	SM00670	SMART	97.95	166	273	1.1e-17	59.2	108
2931375774	466	SM00840	SMART	86.89	353	418	1.6e-21	71.2	66
2931375775	143	SM00535	SMART	83.57	4	134	2.2e-25	83.3	131
2931375776	249	SM00967	SMART	100	7	81	9.9e-24	78.7	75
2931375778	218	SM00421	SMART	75.44	162	208	3.6e-08	26.8	47
2931375780	177	SM00738	SMART	99.16	2	113	2.3e-57	188.1	112
2931375780	177	SM00739	SMART	100	123	150	1.2e-09	31.8	28
2931375781	141	SM00649	SMART	100	9	140	8.6e-93	304.7	132
2931375788	1199	SM00663	SMART	100	224	503	0.0e+00	614.9	280
2931375789	82	SM00967	SMART	58.33	12	70	5.7e-03	11.2	59
2931375792	692	SM00889	SMART	100	478	596	3.1e-76	250.5	119
2931375792	692	SM00838	SMART	100	598	685	5.1e-62	203	88
2931375795	102	SM01403	SMART	100	7	101	1.2e-64	212	95
2931375799	277	SM01383	SMART	100	42	118	5.4e-48	157.5	77
2931375799	277	SM01382	SMART	100	124	253	8.2e-94	308.2	130
2931375802	218	SM00322	SMART	96.83	59	124	1.2e-11	38.8	66
2931375804	66	SM00188	SMART	15.33	7	35	2.9e-03	10.7	29
2931375804	66	SM00188	SMART	10.95	40	62	2.9e-03	10.7	23
2931375806	122	SM01374	SMART	100	1	122	2.3e-88	290.2	122
2931375807	103	SM00739	SMART	92.86	2	29	1.0e-10	35.2	28
2931375820	72	SM00316	SMART	91.67	7	72	3.2e-12	40.5	66
2931375826	281	SM00382	SMART	91.3	35	218	1.1e-20	68.3	184
2931375827	289	SM00382	SMART	91.3	36	223	7.0e-16	52.7	188
2931375837	185	SM00727	SMART	67.39	109	146	1.5e-05	19.2	38
2931375838	198	SM01251	SMART	99.46	17	196	1.4e-119	393.6	180
2931375862	529	SM00342	SMART	100	179	262	8.8e-31	100.8	84
2931375883	112	SM00478	SMART	60.89	1	112	4.1e-28	92.5	112
2931375885	211	SM00342	SMART	100	115	198	2.2e-34	112.6	84
2931375893	132	SM00304	SMART	86.79	75	126	2.8e-07	25	52
2931375896	256	SM00220	SMART	61.47	25	196	8.1e-37	120.5	172
2931375909	305	SM00347	SMART	92.08	32	128	3.3e-13	43.4	97
2931375916	275	SM00342	SMART	98.81	184	266	1.9e-30	99.7	83
2931375919	556	SM00257	SMART	97.78	9	52	1.2e-129	418.6	44
2931375919	556	SM00257	SMART	97.78	70	113	1.2e-129	418.6	44
2931375919	556	SM00257	SMART	97.78	131	174	1.2e-129	418.6	44
2931375919	556	SM00257	SMART	97.78	192	235	1.2e-129	418.6	44
2931375919	556	SM00257	SMART	97.78	253	296	1.2e-129	418.6	44
2931375919	556	SM00257	SMART	97.78	314	357	1.2e-129	418.6	44
2931375930	295	SM00342	SMART	98.81	21	104	2.0e-29	96.4	84
2931375931	322	SM00450	SMART	95.74	115	215	8.6e-24	77.9	101
2931375935	235	SM00345	SMART	95	8	67	1.3e-23	77.1	60
2931375935	235	SM00866	SMART	98.88	87	226	9.3e-39	127.9	140
2931375936	91	SM01207	SMART	9.38	8	44	4.3e-01	2.8	37
2931375936	91	SM01207	SMART	27.08	49	81	4.3e-01	2.8	33
2931375943	429	SM00387	SMART	93.08	318	424	3.5e-27	89.4	107
2931375944	314	SM00448	SMART	99.33	1	114	3.5e-24	79.8	114
2931375945	308	SM01130	SMART	99.21	7	298	3.0e-71	234.2	292
2931375948	455	SM00922	SMART	100	195	295	6.6e-17	56.2	101
