gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2931375649	446	100	1	446	29	474	0.0e+00	1010	KO:K02313	chromosomal replication initiator protein		
2931375650	378	100	1	378	1	378	0.0e+00	827	KO:K02338	DNA polymerase III subunit beta [EC:2.7.7.7]	EC:2.7.7.7	
2931375652	370	100	1	370	1	370	0.0e+00	830	KO:K03629	DNA replication and repair protein RecF		
2931375654	640	100	1	640	1	640	0.0e+00	1460	KO:K02470	DNA gyrase subunit B [EC:5.99.1.3]	EC:5.99.1.3	
2931375655	821	100	1	821	1	821	0.0e+00	1820	KO:K02469	DNA gyrase subunit A [EC:5.99.1.3]	EC:5.99.1.3	
2931375662	488	99.8	1	488	1	488	0.0e+00	1090	KO:K00088	IMP dehydrogenase [EC:1.1.1.205]	EC:1.1.1.205	
2931375663	443	100	1	443	1	443	0.0e+00	1000	KO:K07258	D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	EC:3.4.16.4	
2931375664	294	100	1	294	1	294	0.0e+00	651	KO:K06215	pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]	EC:4.3.3.6	
2931375665	196	98.98	1	196	1	196	0.0e+00	442	KO:K08681	5'-phosphate synthase pdxT subunit [EC:4.3.3.6]	EC:4.3.3.6	
2931375667	425	100	1	425	1	425	0.0e+00	972	KO:K01875	seryl-tRNA synthetase [EC:6.1.1.11]	EC:6.1.1.11	
2931375669	217	100	1	217	1	217	0.0e+00	511	KO:K15519	deoxyadenosine/deoxycytidine kinase [EC:2.7.1.76 2.7.1.74]	EC:2.7.1.74	
2931375669	217	100	1	217	1	217	0.0e+00	511	KO:K15519	deoxyadenosine/deoxycytidine kinase [EC:2.7.1.76 2.7.1.74]	EC:2.7.1.76	
2931375670	207	100	1	207	1	207	0.0e+00	480	KO:K15518	deoxyguanosine kinase [EC:2.7.1.113]	EC:2.7.1.113	
