gene_oid	gene_length	superfam_id	db_name	percent_identity	query_start	query_end	evalue	bit_score	align_length
2930947516	452	SM00382	SMART	82.61	149	277	9.5e-13	41.8	129
2930947516	452	SM00760	SMART	100	360	429	1.0e-42	138.9	70
2930947517	379	SM00480	SMART	99.73	17	374	0.0e+00	473	358
2930947519	384	SM00382	SMART	25	35	370	1.6e-03	11.9	336
2930947520	647	SM00433	SMART	99.84	44	641	0.0e+00	1180.4	598
2930947521	844	SM00434	SMART	99.81	13	466	0.0e+00	937.7	454
2930947537	462	SM00382	SMART	65.22	205	389	6.2e-05	16.5	185
2930947546	238	SM00448	SMART	100	3	113	3.2e-49	161.2	111
2930947547	618	SM00304	SMART	98.11	205	257	4.2e-16	52.6	53
2930947547	618	SM00091	SMART	92.65	264	328	2.4e-13	43.1	65
2930947547	618	SM00388	SMART	98.88	377	444	8.2e-25	81.3	68
2930947547	618	SM00387	SMART	98.46	495	607	3.8e-43	141	113
2930947549	284	SM00722	SMART	66.97	37	189	7.4e+00	.4	153
2930947550	275	SM00849	SMART	85.77	23	197	9.9e-16	51.7	175
2930947551	447	SM00228	SMART	96.25	332	420	6.1e-10	32.8	89
2930947566	198	SM01266	SMART	98.46	7	59	3.5e-15	49.5	53
2930947575	282	SM00244	SMART	98.88	2	159	3.2e-30	98.7	158
2930947577	245	SM00497	SMART	45.28	30	67	2.7e+00	2	38
2930947601	56	SM01104	SMART	20.47	10	54	3.4e-02	7	45
2930947608	104	SM00530	SMART	100	6	61	2.3e-16	53.1	56
2930947611	480	SM01350	SMART	100	182	477	0.0e+00	670.8	296
2930947612	142	SM00347	SMART	85.15	21	118	2.0e-15	49.9	98
2930947617	271	SM00287	SMART	56.52	32	80	1.2e-01	5.7	49
2930947622	506	SM00382	SMART	84.78	28	154	2.4e-29	95.6	127
2930947622	506	SM00382	SMART	86.96	293	459	2.4e-29	95.6	167
2930947626	322	SM00354	SMART	98.61	3	74	4.9e-28	90.8	72
2930947627	451	SM00116	SMART	91.49	232	281	4.5e-13	42.3	50
2930947627	451	SM00116	SMART	82.98	295	338	4.5e-13	42.3	44
2930947627	451	SM01091	SMART	98.18	359	439	2.8e-15	49.7	81
2930947639	191	SM00257	SMART	97.78	33	76	3.1e-18	59.2	44
2930947641	920	SM00369	SMART	75	284	302	5.9e-06	19.6	19
2930947641	920	SM00369	SMART	66.67	307	324	5.9e-06	19.6	18
2930947642	216	SM00257	SMART	97.78	33	77	5.6e-15	48.7	45
2930947650	165	SM00722	SMART	83.49	4	127	1.9e+00	2.4	124
2930947652	297	SM00382	SMART	83.7	31	233	4.5e-15	49.3	203
2930947653	218	SM00471	SMART	93.22	21	138	3.4e-11	36.2	118
2930947661	220	SM00855	SMART	95.89	5	177	1.9e-23	76.6	173
2930947665	233	SM00345	SMART	98.33	11	69	5.4e-20	64.7	59
2930947665	233	SM00895	SMART	96.26	80	204	1.4e-14	48.6	125
2930947667	335	SM00354	SMART	88.89	3	73	1.8e-24	79.2	71
2930947678	241	SM00345	SMART	96.67	9	67	3.9e-16	52.2	59
2930947678	241	SM00866	SMART	97.21	93	230	4.8e-36	118.3	138
2930947682	251	SM00448	SMART	96	3	124	6.9e-13	42	122
2930947682	251	SM00850	SMART	97.39	152	246	2.8e-17	56.4	95
2930947696	324	SM00382	SMART	76.09	39	247	2.6e-14	46.9	209
2930947697	337	SM00382	SMART	92.39	36	242	1.7e-18	60.4	207
2930947721	530	SM00091	SMART	52.94	217	266	4.1e-07	23.2	50
2930947721	530	SM00387	SMART	90.77	420	526	4.5e-18	58.9	107
2930947722	238	SM00448	SMART	99.33	1	116	2.2e-25	83	116
2930947727	287	SM00834	SMART	26.67	1	17	2.6e-02	7.6	17
2930947727	287	SM00834	SMART	17.78	17	31	2.6e-02	7.6	15
2930947737	150	SM00347	SMART	97.03	22	121	1.5e-24	79.7	100
2930947741	216	SM00529	SMART	98.02	22	121	8.2e-30	96.8	100
2930947745	328	SM01240	SMART	14.14	5	76	9.0e-124	407.2	72
2930947745	328	SM01240	SMART	53.54	84	325	9.0e-124	407.2	242
2930947746	428	SM00788	SMART	99.76	3	421	0.0e+00	964.7	419
2930947747	432	SM00998	SMART	100	349	429	6.0e-41	133.4	81
2930947750	264	SM00404	SMART	23.91	114	186	3.5e-04	13.7	73
2930947752	613	SM00944	SMART	97.96	40	180	7.4e-37	120.5	141
2930947756	215	SM00478	SMART	98.32	39	196	6.1e-23	74.8	158
2930947776	138	SM00344	SMART	75.89	3	89	1.5e-22	73.1	87
2930947778	309	SM00382	SMART	96.74	26	221	9.1e-21	67.8	196
2930947782	164	SM00347	SMART	85.15	48	140	6.3e-16	51.6	93
2930947783	915	SM00831	SMART	98.67	26	99	2.0e-30	98.7	74
2930947787	190	SM01266	SMART	100	5	59	3.5e-19	62.5	55
2930947810	181	SM00347	SMART	72.28	37	132	3.4e-19	62.3	96
2930947813	758	SM00382	SMART	18.48	29	48	3.6e-12	40	20
2930947813	758	SM00382	SMART	31.52	262	414	3.6e-12	40	153
2930947813	758	SM00382	SMART	66.3	477	719	3.6e-12	40	243
2930947820	401	SM00382	SMART	86.96	28	214	1.3e-18	60.8	187
2930947820	401	SM00116	SMART	93.62	259	307	4.9e-18	58.2	49
2930947820	401	SM00116	SMART	93.62	319	367	4.9e-18	58.2	49
2930947832	61	SM00487	SMART	10.05	10	60	4.1e-03	9.4	51
2930947833	159	SM00382	SMART	40.22	8	151	6.2e-06	19.8	144
2930947834	545	SM00642	SMART	100	14	407	1.2e-124	411.1	394
2930947835	138	SM00347	SMART	82.18	13	108	2.7e-13	43	96
2930947841	412	SM00304	SMART	81.13	134	183	1.5e-03	12.4	50
2930947841	412	SM00388	SMART	96.63	190	257	5.3e-20	65.7	68
2930947841	412	SM00387	SMART	98.46	298	410	4.9e-36	117.7	113
2930947842	233	SM00448	SMART	99.33	3	115	2.2e-43	142	113
2930947849	252	SM00346	SMART	97.8	9	98	2.0e-17	56.2	90
2930947861	87	SM01049	SMART	25.96	1	46	7.8e-03	9.2	46
2930947861	87	SM01049	SMART	19.23	65	86	7.8e-03	9.2	22
2930947875	59	SM01358	SMART	14.44	2	51	8.0e-04	12.3	50
2930947876	145	SM00954	SMART	74.24	2	107	5.5e-35	114.6	106
2930947881	230	SM00448	SMART	98.67	5	115	1.0e-34	113.6	111
2930947882	446	SM00388	SMART	97.75	210	277	7.1e-18	58.8	68
2930947882	446	SM00387	SMART	98.46	322	434	1.9e-36	119	113
2930947883	321	SM00354	SMART	94.44	1	70	1.4e-28	92.6	70
2930947891	127	SM00347	SMART	72.28	29	112	7.7e-14	44.8	84
2930947903	146	SM00419	SMART	70	19	61	3.0e-03	10.6	43
2930947906	120	SM00418	SMART	51.9	15	71	7.5e-08	25.1	57
2930947909	252	SM00382	SMART	77.17	36	245	3.0e-14	46.7	210
2930947911	123	SM00345	SMART	100	15	74	2.4e-13	43.2	60
2930947917	112	SM00418	SMART	97.47	21	99	9.9e-30	96.4	79
2930947922	286	SM00342	SMART	100	193	276	8.5e-29	93.6	84
2930947923	543	SM00382	SMART	82.61	26	230	5.2e-21	68.6	205
2930947923	543	SM00382	SMART	77.17	359	518	5.2e-21	68.6	160
2930947930	124	SM00345	SMART	93.33	16	74	3.7e-22	71.8	59
2930947931	297	SM00382	SMART	77.17	27	289	2.2e-15	50.4	263
2930947944	122	SM00347	SMART	60.4	43	119	2.6e-07	23.5	77
2930947948	419	SM00363	SMART	46.03	361	416	1.1e-07	25.1	56
2930947956	294	SM00530	SMART	98.21	7	61	9.1e-10	32	55
2930947967	207	SM00934	SMART	99.63	2	201	2.2e-21	69.2	200
2930947968	180	SM00382	SMART	32.61	78	159	1.6e-03	12	82
2930947969	328	SM00354	SMART	98.61	8	79	5.1e-32	103.8	72
2930947983	296	SM00650	SMART	100	39	215	1.1e-83	274.1	177
2930947986	192	SM00986	SMART	95.2	28	184	1.0e-20	67.5	157
