gene_oid	gene_length	superfam_id	db_name	percent_identity	query_start	query_end	evalue	bit_score	align_length
2930952626	452	SM00382	SMART	82.61	149	277	1.1e-12	41.8	129
2930952626	452	SM00760	SMART	100	360	429	1.1e-42	138.9	70
2930952627	379	SM00480	SMART	99.73	17	374	0.0e+00	470.8	358
2930952630	384	SM00382	SMART	25	35	370	1.8e-03	11.9	336
2930952631	647	SM00433	SMART	99.84	44	641	0.0e+00	1177.9	598
2930952632	844	SM00434	SMART	99.81	13	466	0.0e+00	937.7	454
2930952647	462	SM00382	SMART	65.22	205	389	6.9e-05	16.5	185
2930952656	238	SM00448	SMART	100	3	113	3.6e-49	161.2	111
2930952657	618	SM00304	SMART	98.11	205	257	4.5e-16	52.7	53
2930952657	618	SM00091	SMART	92.65	264	328	2.7e-13	43	65
2930952657	618	SM00388	SMART	98.88	377	444	9.1e-25	81.4	68
2930952657	618	SM00387	SMART	98.46	495	607	4.0e-42	137.8	113
2930952660	275	SM00849	SMART	85.77	23	197	1.1e-15	51.7	175
2930952661	447	SM00228	SMART	96.25	332	420	6.7e-10	32.8	89
2930952666	219	SM00382	SMART	57.61	58	217	2.2e-03	11.7	160
2930952686	97	SM00165	SMART	57.89	66	94	1.0e-03	12.7	29
2930952692	497	SM00382	SMART	73.91	32	195	9.7e-18	58.1	164
2930952692	497	SM00382	SMART	78.26	336	489	9.7e-18	58.1	154
2930952696	143	SM00347	SMART	73.27	31	127	2.0e-28	92.5	97
2930952699	198	SM01266	SMART	98.46	7	59	1.7e-14	47.4	53
2930952709	159	SM00422	SMART	97.22	4	73	5.3e-26	84.3	70
2930952712	282	SM00244	SMART	98.32	4	159	9.0e-31	100.6	156
2930952748	480	SM01350	SMART	100	182	477	0.0e+00	666.5	296
2930952749	142	SM00347	SMART	85.15	21	118	1.3e-15	50.7	98
2930952757	355	SM00421	SMART	47.37	21	60	3.5e-04	13.3	40
2930952758	271	SM00287	SMART	56.52	32	80	1.3e-01	5.7	49
2930952766	506	SM00382	SMART	85.87	28	153	9.1e-29	93.9	126
2930952766	506	SM00382	SMART	85.87	293	466	9.1e-29	93.9	174
2930952770	322	SM00354	SMART	98.61	3	74	5.4e-28	90.8	72
2930952773	396	SM00116	SMART	91.49	177	226	3.6e-13	42.8	50
2930952773	396	SM00116	SMART	82.98	240	283	3.6e-13	42.8	44
2930952773	396	SM01091	SMART	98.18	304	384	2.4e-15	50.1	81
2930952784	191	SM00257	SMART	97.78	33	76	3.4e-18	59.2	44
2930952786	216	SM00257	SMART	97.78	33	77	2.4e-15	50	45
2930952794	165	SM00722	SMART	82.57	4	131	3.4e+00	1.7	128
2930952796	297	SM00382	SMART	83.7	31	229	4.8e-15	49.4	199
2930952797	218	SM00471	SMART	93.22	21	138	4.0e-11	36.1	118
2930952809	221	SM00345	SMART	95	11	69	1.3e-17	57.2	59
2930952809	221	SM00895	SMART	96.26	79	204	2.6e-12	41.4	126
2930952813	220	SM00855	SMART	95.89	5	177	2.1e-23	76.6	173
2930952817	233	SM00345	SMART	98.33	11	69	6.1e-20	64.7	59
2930952817	233	SM00895	SMART	96.26	80	204	1.7e-14	48.5	125
2930952819	335	SM00354	SMART	88.89	3	73	2.0e-24	79.2	71
2930952827	62	SM00530	SMART	100	3	58	4.0e-20	65.4	56
2930952831	229	SM00345	SMART	96.67	9	67	4.0e-16	52.4	59
2930952831	229	SM00866	SMART	92.18	93	221	1.4e-32	107.1	129
2930952835	226	SM00850	SMART	98.26	127	221	2.0e-18	60.3	95
2930952848	324	SM00382	SMART	76.09	39	246	3.4e-14	46.7	208
2930952849	337	SM00382	SMART	92.39	36	242	2.2e-18	60.2	207
2930952873	530	SM00091	SMART	52.94	217	265	4.7e-07	23.2	49
2930952873	530	SM00387	SMART	90.77	420	526	1.2e-18	60.9	107
2930952874	238	SM00448	SMART	99.33	1	116	2.5e-25	83	116
2930952881	287	SM00834	SMART	26.67	1	17	3.1e-02	7.6	17
2930952881	287	SM00834	SMART	17.78	17	31	3.1e-02	7.6	15
2930952891	150	SM00347	SMART	97.03	22	121	1.6e-24	79.7	100
2930952896	215	SM00529	SMART	98.02	22	121	9.1e-30	96.8	100
2930952902	328	SM01240	SMART	13.74	5	76	2.7e-124	409.1	72
2930952902	328	SM01240	SMART	53.54	84	325	2.7e-124	409.1	242
2930952903	428	SM00788	SMART	99.76	3	421	0.0e+00	964.7	419
2930952904	432	SM00998	SMART	100	349	429	1.9e-41	135.1	81
2930952910	264	SM00404	SMART	23.91	114	186	4.0e-04	13.7	73
2930952912	613	SM00944	SMART	98.64	40	180	6.7e-36	117.5	141
2930952916	215	SM00478	SMART	98.32	39	196	7.8e-22	71.3	158
2930952921	289	SM00342	SMART	98.81	200	283	4.3e-24	78.5	84
2930952943	138	SM00344	SMART	73.21	3	86	2.9e-22	72.4	84
2930952945	309	SM00382	SMART	95.65	26	221	4.7e-21	68.9	196
2930952949	164	SM00347	SMART	85.15	48	140	7.0e-16	51.6	93
2930952950	915	SM00831	SMART	98.67	26	99	2.3e-30	98.7	74
2930952953	191	SM01266	SMART	100	5	59	4.0e-19	62.5	55
2930952972	181	SM00347	SMART	72.28	37	132	3.8e-19	62.3	96
2930952975	758	SM00382	SMART	18.48	29	48	4.3e-11	36.6	20
