gene_oid	gene_length	superfam_id	db_name	percent_identity	query_start	query_end	evalue	bit_score	align_length
2930952626	452	52540	SuperFamily	97.18	116	330	4.0e-45	147.3	215
2930952626	452	48295	SuperFamily	90	346	452	1.2e-36	118	107
2930952627	379	55979	SuperFamily	99.17	1	127	8.4e-65	208.8	127
2930952627	379	55979	SuperFamily	97.5	132	253	8.4e-65	208.8	122
2930952627	379	55979	SuperFamily	94.17	261	379	8.4e-65	208.8	119
2930952629	75	55174	SuperFamily	82.28	1	69	3.9e-19	61.2	69
2930952630	384	52540	SuperFamily	97.66	1	376	9.6e-46	150.6	376
2930952631	647	55874	SuperFamily	97.18	14	231	2.1e-68	222.9	218
2930952631	647	54211	SuperFamily	99.42	235	406	1.6e-63	206.2	172
2930952631	647	52540	SuperFamily	46.45	460	626	1.4e-03	12.8	167
2930952632	844	56719	SuperFamily	99.79	32	489	0.0e+00	597.1	458
2930952632	844	101904	SuperFamily	97.52	501	826	3.7e-105	344.6	326
2930952633	98	54995	SuperFamily	89.62	1	98	2.0e-31	101.3	98
2930952634	188	50249	SuperFamily	76.62	1	188	7.0e-55	180.1	188
2930952635	78	46911	SuperFamily	90.24	1	78	1.8e-30	97.5	78
2930952636	395	51556	SuperFamily	100	59	356	4.3e-83	273.3	298
2930952637	535	53850	SuperFamily	95.94	23	534	1.9e-93	307.4	512
2930952639	394	51338	SuperFamily	96.36	1	57	2.3e-05	18.1	57
2930952639	394	51556	SuperFamily	99.34	58	355	3.5e-79	260.7	298
2930952640	533	53850	SuperFamily	96.91	22	533	1.1e-96	318	512
2930952641	188	46689	SuperFamily	92.31	1	77	1.0e-15	50.8	77
2930952641	188	48498	SuperFamily	41.04	81	182	1.6e-03	12.3	102
2930952643	671	55073	SuperFamily	92.59	162	312	1.8e-05	18.3	151
2930952643	671	64182	SuperFamily	99.67	348	657	1.6e-70	231.4	310
2930952644	152	55658	SuperFamily	98.28	1	58	7.4e-17	53.3	58
2930952644	152	55653	SuperFamily	96.81	56	151	1.6e-28	91.9	96
2930952645	72	103436	SuperFamily	84.38	8	50	6.6e-02	7.7	43
2930952647	462	48024	SuperFamily	97.37	8	121	3.3e-39	126.5	114
2930952647	462	52540	SuperFamily	95.87	182	449	1.6e-49	162.2	268
2930952648	176	52218	SuperFamily	87.93	1	175	8.4e-30	97.7	175
2930952649	391	103473	SuperFamily	95.44	3	389	7.0e-45	147.2	387
2930952652	536	53850	SuperFamily	96.13	20	536	5.8e-107	351.9	517
2930952653	79	55347	SuperFamily	18.12	1	79	1.6e-03	11.8	79
2930952654	333	55486	SuperFamily	85.12	23	186	6.8e-18	58.9	164
2930952654	333	101756	SuperFamily	24.53	186	252	6.4e-03	10	67
2930952654	333	101756	SuperFamily	37.74	251	320	6.4e-03	10	70
2930952656	238	52172	SuperFamily	81.05	1	135	4.2e-44	142.7	135
2930952656	238	46894	SuperFamily	95.28	127	233	8.2e-33	105.7	107
2930952657	618	103190	SuperFamily	73.53	39	182	7.8e-05	16.6	144
2930952657	618	55785	SuperFamily	96.92	250	369	4.1e-14	46.5	120
2930952657	618	55874	SuperFamily	96.84	433	616	4.6e-51	166	184
2930952660	275	56281	SuperFamily	95.13	13	254	3.0e-40	132.5	242
2930952661	447	50494	SuperFamily	98.59	87	329	3.5e-54	176.8	243
2930952661	447	50156	SuperFamily	97	331	432	8.2e-18	57.4	102
2930952662	159	75217	SuperFamily	100	1	157	1.3e-60	197	157
2930952664	307	46689	SuperFamily	55.28	4	86	9.1e-09	29	83
2930952664	307	46689	SuperFamily	21.14	71	135	9.1e-09	29	65
2930952664	307	53098	SuperFamily	89.94	154	303	5.6e-24	78.5	150
2930952665	596	53335	SuperFamily	86.88	37	406	1.2e-60	199.5	370
2930952666	219	52540	SuperFamily	50	9	214	1.2e-09	31.7	206
2930952667	306	46689	SuperFamily	40.4	11	61	8.6e-07	23	51
2930952667	306	46689	SuperFamily	65.66	52	124	8.6e-07	23	73
2930952667	306	53098	SuperFamily	89.94	153	304	6.6e-28	91.3	152
2930952669	285	46689	SuperFamily	39.02	4	57	1.5e-07	25.1	54
2930952669	285	46689	SuperFamily	47.97	35	115	1.5e-07	25.1	81
2930952669	285	53098	SuperFamily	87.42	130	281	1.8e-30	99.6	152
2930952671	285	46689	SuperFamily	39.02	4	57	1.5e-07	25.1	54
2930952671	285	46689	SuperFamily	47.97	35	115	1.5e-07	25.1	81
2930952671	285	53098	SuperFamily	87.42	130	281	1.8e-30	99.6	152
2930952674	88	46689	SuperFamily	85.11	1	83	2.0e-11	37.6	83
2930952676	134	50814	SuperFamily	50.7	27	126	8.4e-03	10.5	100
2930952680	150	54001	SuperFamily	36.65	25	149	5.6e-03	10.5	125
2930952681	627	56300	SuperFamily	98.34	65	400	6.9e-49	160.1	336
2930952681	627	55816	SuperFamily	94.63	402	610	8.3e-45	146.4	209
2930952682	103	55729	SuperFamily	51.92	1	97	3.1e-19	63.4	97
2930952683	375	101898	SuperFamily	34.77	20	239	3.9e-03	10.6	220
2930952684	303	109998	SuperFamily	94.25	22	167	6.5e-24	78.5	146
2930952685	689	52047	SuperFamily	15.45	212	310	7.4e-15	48.4	99
2930952685	689	52047	SuperFamily	63.85	312	498	7.4e-15	48.4	187
2930952686	97	46689	SuperFamily	89.36	1	88	2.0e-14	47.1	88
