gene_oid	gene_length	superfam_id	db_name	percent_identity	query_start	query_end	evalue	bit_score	align_length
2930939444	451	SM00382	SMART	82.61	149	277	1.1e-12	41.8	129
2930939444	451	SM00760	SMART	100	359	428	1.1e-42	138.9	70
2930939445	379	SM00480	SMART	99.73	17	374	0.0e+00	468.5	358
2930939448	384	SM00382	SMART	25	35	370	1.8e-03	11.9	336
2930939449	647	SM00433	SMART	99.84	44	641	0.0e+00	1183.6	598
2930939450	844	SM00434	SMART	99.81	13	466	0.0e+00	937.7	454
2930939472	462	SM00382	SMART	65.22	205	389	7.0e-05	16.5	185
2930939473	172	SM00421	SMART	57.89	3	44	1.3e-04	14.7	42
2930939490	238	SM00448	SMART	100	3	113	3.6e-49	161.2	111
2930939491	618	SM00304	SMART	98.11	205	257	4.8e-16	52.6	53
2930939491	618	SM00091	SMART	92.65	264	328	2.6e-13	43.1	65
2930939491	618	SM00388	SMART	98.88	377	444	9.3e-25	81.4	68
2930939491	618	SM00387	SMART	98.46	495	607	4.3e-43	141	113
2930939494	273	SM00849	SMART	85.77	21	195	1.8e-15	51	175
2930939495	447	SM00228	SMART	96.25	332	420	7.1e-10	32.8	89
2930939501	97	SM00165	SMART	57.89	64	94	1.1e-03	12.6	31
2930939504	497	SM00382	SMART	72.83	32	188	1.3e-17	57.8	157
2930939504	497	SM00382	SMART	78.26	336	489	1.3e-17	57.8	154
2930939506	136	SM00347	SMART	73.27	24	107	4.9e-28	91.2	84
2930939509	114	SM01266	SMART	98.46	7	59	6.0e-15	48.9	53
2930939520	167	SM00422	SMART	97.22	4	73	6.4e-26	84.1	70
2930939522	282	SM00244	SMART	98.88	2	159	2.3e-31	102.6	158
2930939561	480	SM01350	SMART	100	182	477	0.0e+00	669.8	296
2930939562	150	SM00347	SMART	85.15	29	126	1.4e-15	50.7	98
2930939577	271	SM00287	SMART	56.52	32	80	1.3e-01	5.7	49
2930939578	355	SM00421	SMART	47.37	21	60	3.5e-04	13.3	40
2930939587	520	SM00382	SMART	85.87	42	167	6.5e-29	94.3	126
2930939587	520	SM00382	SMART	85.87	307	480	6.5e-29	94.3	174
2930939591	322	SM00354	SMART	98.61	3	74	5.5e-28	90.8	72
2930939592	451	SM00116	SMART	91.49	232	281	5.1e-13	42.3	50
2930939592	451	SM00116	SMART	82.98	295	338	5.1e-13	42.3	44
2930939592	451	SM01091	SMART	98.18	359	439	3.2e-15	49.7	81
2930939602	191	SM00257	SMART	97.78	33	76	3.5e-18	59.2	44
2930939603	216	SM00257	SMART	97.78	33	77	2.4e-15	50	45
2930939613	297	SM00382	SMART	83.7	31	230	4.7e-15	49.5	200
2930939614	218	SM00471	SMART	93.22	21	138	3.9e-11	36.2	118
2930939619	85	SM00345	SMART	98.33	6	63	1.9e-20	66.4	58
2930939624	241	SM00345	SMART	96.67	9	67	4.4e-16	52.2	59
2930939624	241	SM00866	SMART	97.21	93	230	5.4e-36	118.3	138
2930939628	251	SM00448	SMART	96	3	124	2.6e-11	37.1	122
2930939628	251	SM00850	SMART	97.39	152	246	3.1e-17	56.4	95
2930939642	324	SM00382	SMART	76.09	39	246	3.4e-14	46.7	208
2930939643	337	SM00382	SMART	92.39	36	242	2.2e-18	60.2	207
2930939668	530	SM00091	SMART	52.94	217	265	4.7e-07	23.2	49
2930939668	530	SM00387	SMART	90.77	420	526	1.2e-18	60.9	107
2930939669	238	SM00448	SMART	99.33	1	116	4.5e-25	82.2	116
2930939674	287	SM00834	SMART	26.67	1	17	3.1e-02	7.6	17
2930939674	287	SM00834	SMART	17.78	17	31	3.1e-02	7.6	15
2930939684	150	SM00347	SMART	97.03	22	121	1.5e-24	79.7	100
2930939689	215	SM00529	SMART	98.02	22	121	8.4e-30	96.8	100
2930939693	328	SM01240	SMART	13.74	5	76	2.5e-124	409.1	72
2930939693	328	SM01240	SMART	53.54	84	325	2.5e-124	409.1	242
