gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2930939444	451	99.77	8	447	1	432	0.0e+00	539.5	COG0593	Chromosomal replication initiation ATPase DnaA	408
2930939445	379	100	1	378	1	365	4.1e-109	358.7	COG0592	DNA polymerase III sliding clamp (beta) subunit, PCNA homolog	364
2930939447	75	87.67	1	72	3	66	1.2e-28	92.3	COG2501	Ribosome-associated protein YbcJ, S4-like RNA binding protein	73
2930939448	384	99.45	1	370	1	361	1.9e-127	418.8	COG1195	Recombinational DNA repair ATPase RecF	363
2930939449	647	99.38	10	647	2	638	0.0e+00	956.4	COG0187	DNA gyrase/topoisomerase IV, subunit B	635
2930939450	844	98.89	2	812	9	812	0.0e+00	1147.2	COG0188	DNA gyrase/topoisomerase IV, subunit A	804
2930939451	306	96	2	305	7	318	1.8e-76	250.9	COG2826	Transposase and inactivated derivatives, IS30 family	318
2930939452	98	83.04	4	98	2	94	1.1e-31	102.7	COG0360	Ribosomal protein S6	112
2930939453	190	91.81	1	159	2	158	1.9e-50	165.2	COG0629	Single-stranded DNA-binding protein	167
2930939454	78	83.54	1	72	14	79	3.9e-31	101.2	COG0238	Ribosomal protein S18	75
2930939455	145	29.98	3	145	278	399	3.1e-24	79.2	COG1228	Imidazolonepropionase or related amidohydrolase	406
2930939456	92	22.11	1	90	160	249	2.2e-17	56.7	COG1228	Imidazolonepropionase or related amidohydrolase	406
2930939457	82	19.41	1	81	60	138	7.7e-08	25.2	COG1228	Imidazolonepropionase or related amidohydrolase	406
2930939458	510	91.46	1	508	5	529	3.5e-95	313.3	COG4166	ABC-type oligopeptide transport system, periplasmic component	562
2930939460	423	98.54	1	411	4	407	3.3e-75	247.1	COG3464	Transposase	402
2930939461	47	10.81	1	47	354	397	4.0e-09	29.6	COG1228	Imidazolonepropionase or related amidohydrolase	406
2930939462	96	17.69	1	82	269	340	6.9e-06	18.8	COG1228	Imidazolonepropionase or related amidohydrolase	406
2930939463	183	29.24	18	162	36	154	2.3e-14	46.6	COG1228	Imidazolonepropionase or related amidohydrolase	406
2930939464	533	98.95	1	533	4	571	7.4e-103	338.7	COG4166	ABC-type oligopeptide transport system, periplasmic component	562
2930939465	341	97.23	8	341	3	318	2.5e-75	247.2	COG2826	Transposase and inactivated derivatives, IS30 family	318
2930939466	150	44.5	1	149	16	108	6.0e-16	53.1	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930939467	85	27.03	1	74	9	78	6.2e-07	22.6	COG0730	Uncharacterized membrane protein YfcA	258
2930939468	671	98.78	10	668	4	650	0.0e+00	760	COG3887	c-di-AMP phosphodiesterase, consists of a GGDEF-like and DHH domains	655
2930939469	152	99.32	1	151	1	147	4.3e-53	173.1	COG0359	Ribosomal protein L9	148
2930939472	462	99.54	9	457	2	435	0.0e+00	574	COG0305	Replicative DNA helicase	435
2930939473	172	37.23	1	129	3	123	4.1e-28	92.3	COG2826	Transposase and inactivated derivatives, IS30 family	318
2930939474	146	43.08	1	144	180	319	6.5e-53	173.6	COG2826	Transposase and inactivated derivatives, IS30 family	318
2930939475	179	76.06	1	174	1	162	2.0e-21	69.5	COG0655	Multimeric flavodoxin WrbA	207
2930939476	391	49.09	200	386	4	191	1.9e-19	34.9	COG0477	MFS family permease	338
2930939476	391	67.62	3	238	5	263	1.9e-19	33	COG0477	MFS family permease	338
2930939477	89	41.34	2	88	69	142	1.0e-04	15.8	COG3134	Uncharacterized conserved protein YcfJ, contains glycine zipper 2TM domain	179
2930939480	536	98.43	1	536	7	571	1.4e-100	331.2	COG4166	ABC-type oligopeptide transport system, periplasmic component	562
2930939484	177	40.98	2	173	29	196	1.1e-26	87.4	COG3464	Transposase	402
2930939485	143	98.4	16	143	1	123	2.4e-19	63.6	COG3293	Transposase	124
2930939486	123	88	4	119	2	111	4.9e-24	78.8	COG3293	Transposase	124
2930939487	55	10.98	1	54	222	266	9.0e-10	31.4	COG3464	Transposase	402
2930939488	143	20.98	7	131	321	406	4.3e-16	52.7	COG3464	Transposase	402
2930939490	238	99.57	3	234	1	231	2.6e-90	295.4	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	229
2930939491	618	99.13	153	617	5	459	0.0e+00	634.3	COG5002	Signal transduction histidine kinase	459
2930939492	433	95.22	2	432	11	428	6.4e-36	117.4	COG4863	Two-component signal transduction system YycFG, regulatory protein YycH	439
2930939493	284	99.62	1	269	1	263	9.5e-33	107.2	COG4853	Two-component signal transduction system YycFG, regulatory protein YycI	264
