gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2930955511	452	99.77	8	448	1	432	0.0e+00	550.1	COG0593	Chromosomal replication initiation ATPase DnaA	408
2930955512	379	100	1	378	1	365	1.4e-109	360.2	COG0592	DNA polymerase III sliding clamp (beta) subunit, PCNA homolog	364
2930955513	75	87.67	1	72	3	66	1.1e-28	92.3	COG2501	Ribosome-associated protein YbcJ, S4-like RNA binding protein	73
2930955514	384	99.45	1	370	1	361	1.9e-127	418.8	COG1195	Recombinational DNA repair ATPase RecF	363
2930955515	647	99.38	10	647	2	638	0.0e+00	957.4	COG0187	DNA gyrase/topoisomerase IV, subunit B	635
2930955516	844	98.89	2	812	9	812	0.0e+00	1147.2	COG0188	DNA gyrase/topoisomerase IV, subunit A	804
2930955517	98	83.04	4	98	2	94	1.0e-31	102.7	COG0360	Ribosomal protein S6	112
2930955518	188	99.42	1	188	2	171	3.1e-52	169	COG0629	Single-stranded DNA-binding protein	167
2930955519	78	83.54	1	72	14	79	3.8e-31	101.2	COG0238	Ribosomal protein S18	75
2930955520	395	87.71	10	395	43	399	1.3e-66	218.7	COG1228	Imidazolonepropionase or related amidohydrolase	406
2930955521	535	98.78	1	535	5	571	1.7e-98	324.2	COG4166	ABC-type oligopeptide transport system, periplasmic component	562
2930955523	394	88.7	18	393	36	396	5.7e-66	216.4	COG1228	Imidazolonepropionase or related amidohydrolase	406
2930955524	533	98.95	1	533	4	571	1.7e-102	337.4	COG4166	ABC-type oligopeptide transport system, periplasmic component	562
2930955525	188	51.2	2	185	16	122	8.8e-17	55.1	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2930955526	85	27.41	1	75	9	79	7.1e-07	22.3	COG0730	Uncharacterized membrane protein YfcA	258
2930955527	671	98.78	10	668	4	650	0.0e+00	760.4	COG3887	c-di-AMP phosphodiesterase, consists of a GGDEF-like and DHH domains	655
2930955528	152	99.32	1	151	1	147	4.2e-53	173.1	COG0359	Ribosomal protein L9	148
