gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2930955511	452	100	1	452	1	452	0.0e+00	1030	KO:K02313	chromosomal replication initiator protein		
2930955512	379	100	1	379	1	379	0.0e+00	836	KO:K02338	DNA polymerase III subunit beta [EC:2.7.7.7]	EC:2.7.7.7	
2930955514	384	100	1	384	1	384	0.0e+00	858	KO:K03629	DNA replication and repair protein RecF		
2930955515	647	100	1	647	1	647	0.0e+00	1480	KO:K02470	DNA gyrase subunit B [EC:5.99.1.3]	EC:5.99.1.3	
2930955516	844	100	1	844	1	844	0.0e+00	1880	KO:K02469	DNA gyrase subunit A [EC:5.99.1.3]	EC:5.99.1.3	
2930955517	98	100	1	98	1	98	4.4e-66	227	KO:K02990	small subunit ribosomal protein S6		
2930955518	188	100	1	188	1	188	0.0e+00	440	KO:K03111	single-strand DNA-binding protein		
2930955519	78	100	1	78	1	78	5.9e-49	176	KO:K02963	small subunit ribosomal protein S18		
2930955521	535	100	1	535	1	535	0.0e+00	1220	KO:K02035	peptide/nickel transport system substrate-binding protein		
2930955521	535	100	1	535	1	535	0.0e+00	1220	KO:K15580	oligopeptide transport system substrate-binding protein		
2930955524	533	100	1	533	1	533	0.0e+00	1220	KO:K02035	peptide/nickel transport system substrate-binding protein		
2930955524	533	100	1	533	1	533	0.0e+00	1220	KO:K15580	oligopeptide transport system substrate-binding protein		
2930955526	85	100	1	85	1	85	3.2e-55	194	KO:K07090	uncharacterized protein		
2930955528	152	100	1	152	1	152	6.2e-102	334	KO:K02939	large subunit ribosomal protein L9		
2930955530	462	100	1	462	1	462	0.0e+00	1030	KO:K02314	replicative DNA helicase [EC:3.6.4.12]	EC:3.6.4.12	
2930955536	536	100	1	536	1	536	0.0e+00	1230	KO:K15580	oligopeptide transport system substrate-binding protein		
2930955540	238	100	1	238	1	238	0.0e+00	545	KO:K07668	two-component system, OmpR family, response regulator VicR		
2930955541	618	99.84	1	618	1	618	0.0e+00	1380	KO:K07652	two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]	EC:2.7.13.3	
2930955547	159	100	1	159	1	159	9.6e-110	357	KO:K00783	23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]	EC:2.1.1.177	
2930955552	198	100	1	198	1	198	0.0e+00	466	KO:K00661	maltose O-acetyltransferase [EC:2.3.1.79]	EC:2.3.1.79	
2930955552	198	100	1	198	1	198	0.0e+00	466	KO:K00680			
2930955555	143	100	1	143	1	143	1.2e-101	333	KO:K03827	putative acetyltransferase [EC:2.3.1.-]	EC:2.3.1.-	
2930955557	546	100	1	546	1	546	0.0e+00	1230	KO:K15580	oligopeptide transport system substrate-binding protein		
2930955563	204	100	1	204	2	205	0.0e+00	473	KO:K09962	uncharacterized protein		
2930955566	273	100	1	273	1	273	0.0e+00	638	KO:K01661	naphthoate synthase [EC:4.1.3.36]	EC:4.1.3.36	
2930955571	504	100	1	504	1	504	0.0e+00	1150	KO:K01928	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]	EC:6.3.2.13	
2930955572	502	100	1	502	1	502	0.0e+00	1170	KO:K04567	lysyl-tRNA synthetase, class II [EC:6.1.1.6]	EC:6.1.1.6	
2930955580	479	100	1	479	2	480	0.0e+00	1130	KO:K01580	glutamate decarboxylase [EC:4.1.1.15]	EC:4.1.1.15	
2930955588	428	100	1	428	1	428	0.0e+00	938	KO:K03309	dicarboxylate/amino acid:cation (Na+ or H+) symporter, DAACS family		
2930955588	428	100	1	428	1	428	0.0e+00	938	KO:K11102	proton glutamate symport protein		
2930955591	187	100	1	187	2	188	0.0e+00	444	KO:K03386	peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]	EC:1.11.1.15	
2930955601	282	98.94	1	282	1	284	0.0e+00	629	KO:K10118	raffinose/stachyose/melibiose transport system permease protein		
2930955602	271	99.63	1	271	1	271	0.0e+00	597	KO:K10119	raffinose/stachyose/melibiose transport system permease protein		
2930955608	205	100	1	205	1	205	0.0e+00	499	KO:K00633	galactoside O-acetyltransferase [EC:2.3.1.18]	EC:2.3.1.18	
2930955620	428	100	1	428	1	428	0.0e+00	938	KO:K03309	dicarboxylate/amino acid:cation (Na+ or H+) symporter, DAACS family		
2930955620	428	100	1	428	1	428	0.0e+00	938	KO:K11102	proton glutamate symport protein		
2930955623	187	100	1	187	2	188	0.0e+00	444	KO:K03386	peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]	EC:1.11.1.15	
2930955631	480	100	1	480	1	480	0.0e+00	1100	KO:K00033	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	EC:1.1.1.343	
2930955631	480	100	1	480	1	480	0.0e+00	1100	KO:K00033	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	EC:1.1.1.44	
2930955633	146	100	1	146	1	146	1.8e-102	335	KO:K02348	ElaA protein		
2930955634	495	99.8	1	495	1	495	0.0e+00	1140	KO:K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	EC:1.1.1.363	
2930955634	495	99.8	1	495	1	495	0.0e+00	1140	KO:K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	EC:1.1.1.49	
2930955635	274	100	1	274	1	274	0.0e+00	648	KO:K00662	aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]	EC:2.3.1.81	
2930955639	448	100	1	448	1	448	0.0e+00	1010	KO:K02445	MFS transporter, OPA family, glycerol-3-phosphate transporter		
2930955641	157	100	1	157	1	157	1.8e-112	365	KO:K03647	protein involved in ribonucleotide reduction		
2930955642	506	100	1	506	1	506	0.0e+00	1120	KO:K18231	macrolide transport system ATP-binding/permease protein		
2930955643	477	100	1	477	1	477	0.0e+00	1050	KO:K18926	MFS transporter, DHA2 family, lincomycin resistance protein		
2930955645	257	100	1	257	1	257	0.0e+00	585	KO:K00065	2-deoxy-D-gluconate 3-dehydrogenase [EC:1.1.1.125]	EC:1.1.1.125	
2930955646	322	100	1	322	1	322	0.0e+00	721	KO:K02525	LacI family transcriptional regulator, kdg operon repressor		
2930955649	141	100	1	141	1	141	1.2e-100	329	KO:K13993	HSP20 family protein		
2930955653	778	100	1	778	1	778	0.0e+00	1690	KO:K12952	cation-transporting ATPase E [EC:3.6.3.-]	EC:3.6.3.-	
2930955655	597	100	1	597	1	597	0.0e+00	1360	KO:K01126	glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	EC:3.1.4.46	
2930955656	872	100	1	872	1	872	0.0e+00	1980	KO:K04072	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	EC:1.1.1.1	
2930955656	872	100	1	872	1	872	0.0e+00	1980	KO:K04072	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	EC:1.2.1.10	
2930955665	281	100	1	281	1	281	0.0e+00	674	KO:K01815	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]	EC:5.3.1.17	
2930955666	326	100	1	326	1	326	0.0e+00	728	KO:K00874	2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	EC:2.7.1.45	
2930955667	395	100	1	395	1	395	0.0e+00	882	KO:K00925	acetate kinase [EC:2.7.2.1]	EC:2.7.2.1	
2930955669	540	99.81	1	540	1	540	0.0e+00	1230	KO:K01992	ABC-2 type transport system permease protein		
2930955670	297	100	1	297	1	297	0.0e+00	680	KO:K01990	ABC-2 type transport system ATP-binding protein		
2930955671	218	100	1	218	1	218	0.0e+00	495	KO:K06950	uncharacterized protein		
2930955673	475	100	1	475	1	475	0.0e+00	1130	KO:K01812	glucuronate isomerase [EC:5.3.1.12]	EC:5.3.1.12	
2930955674	472	100	1	472	1	472	0.0e+00	1060	KO:K03292	glycoside/pentoside/hexuronide:cation symporter, GPH family		
2930955675	831	100	1	831	1	831	0.0e+00	1960	KO:K01187	alpha-glucosidase [EC:3.2.1.20]	EC:3.2.1.20	
2930955676	603	100	1	603	1	603	0.0e+00	1410	KO:K01195	beta-glucuronidase [EC:3.2.1.31]	EC:3.2.1.31	
2930955677	545	100	1	545	1	545	0.0e+00	1260	KO:K00040	fructuronate reductase [EC:1.1.1.57]	EC:1.1.1.57	
2930955679	220	100	1	220	1	220	0.0e+00	502	KO:K15634	probable phosphoglycerate mutase [EC:5.4.2.12]	EC:5.4.2.12	
2930955681	513	100	1	513	1	513	0.0e+00	1200	KO:K00851	gluconokinase [EC:2.7.1.12]	EC:2.7.1.12	
2930955682	300	100	1	300	1	300	0.0e+00	693	KO:K00033	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	EC:1.1.1.343	
2930955682	300	100	1	300	1	300	0.0e+00	693	KO:K00033	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	EC:1.1.1.44	
2930955684	356	100	1	356	1	356	0.0e+00	841	KO:K01686	mannonate dehydratase [EC:4.2.1.8]	EC:4.2.1.8	
2930955685	335	100	1	335	1	335	0.0e+00	746	KO:K02529	LacI family transcriptional regulator		
2930955686	492	100	1	492	1	492	0.0e+00	1120	KO:K03292	glycoside/pentoside/hexuronide:cation symporter, GPH family		
2930955688	486	100	1	486	1	486	0.0e+00	1150	KO:K01812	glucuronate isomerase [EC:5.3.1.12]	EC:5.3.1.12	
2930955696	167	100	1	167	1	167	2.6e-120	388	KO:K03976	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]	EC:3.1.1.-	
2930955699	160	100	1	160	1	160	2.0e-111	362	KO:K03624	transcription elongation factor GreA		
2930955701	251	100	1	251	1	251	0.0e+00	577	KO:K07707	two-component system, AgrA family, response regulator AgrA		
2930955703	443	100	1	443	1	443	0.0e+00	995	KO:K07706	two-component system, AgrA family, sensor histidine kinase AgrC [EC:2.7.13.-]	EC:2.7.13.-	
2930955706	295	99.66	1	295	1	295	0.0e+00	700	KO:K06180	23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	EC:5.4.99.23	
2930955711	602	100	1	602	1	602	0.0e+00	1390	KO:K02035	peptide/nickel transport system substrate-binding protein		
2930955712	316	100	1	316	1	316	0.0e+00	721	KO:K02034	peptide/nickel transport system permease protein		
2930955713	319	100	1	319	1	319	0.0e+00	742	KO:K02033	peptide/nickel transport system permease protein		
2930955714	324	100	1	324	1	324	0.0e+00	730	KO:K02032	peptide/nickel transport system ATP-binding protein		
2930955715	337	100	1	337	1	337	0.0e+00	774	KO:K02031	peptide/nickel transport system ATP-binding protein		
2930955717	337	100	1	337	1	337	0.0e+00	785	KO:K03800	lipoate-protein ligase A [EC:2.7.7.63]	EC:2.7.7.63	
2930955720	449	100	1	449	1	449	0.0e+00	1060	KO:K01805	xylose isomerase [EC:5.3.1.5]	EC:5.3.1.5	
2930955721	502	100	1	502	1	502	0.0e+00	1160	KO:K00854	xylulokinase [EC:2.7.1.17]	EC:2.7.1.17	
